"curly","dot.location","eqeqeq","vars.on.top","no.unused.vars","no.use.before.define","id.length","semi","max.len","max.statements","max.statements.per.line","no.bitwise","LOC","SLOC","comment","mixLOC","emptyLine","codePerLine","mixLOC.1","paremeter","Url","X1","X2","X3"
0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,18.5,0,0,"http://rosettacode.org//wiki/Count_the_coins",0,0.999935813205098,0
0,0,0,1,1,0,5,0,0,0,0,0,22,19,2,0,1,22.1818181818182,0,2,"http://rosettacode.org//wiki/Count_the_coins",0.206607635043364,0.774162456540572,0.0192253139370417
0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,18.5,0,0,"http://rosettacode.org//wiki/Count_the_coins",0,0.999935813205098,0
3,0,0,2,0,4,4,4,1,0,0,0,8,8,1,1,0,36.375,1,0,"http://rosettacode.org//wiki/Count_the_coins",0,0.928678866355357,0.071284790062019
0,0,0,0,1,0,2,1,0,0,0,0,15,15,0,0,0,20.6666666666667,0,0,"http://rosettacode.org//wiki/Sorting_algorithms/Counting_sort",0.0424909751201948,0.943156356091448,0.0143025537684719
0,0,0,0,0,0,1,0,0,0,0,0,9,8,1,0,0,23.4444444444444,0,0,"http://rosettacode.org//wiki/Sorting_algorithms/Counting_sort",0.011205789505271,0.962645917063179,0.0260957106658964
0,0,0,1,0,0,1,0,0,0,0,0,13,9,4,0,0,24.9230769230769,0,0,"http://rosettacode.org//wiki/Create_a_two-dimensional_array_at_runtime",0.0012023468858308,0.909067991379441,0.089699983658314
0,0,0,2,0,0,9,0,0,0,0,0,60,57,4,1,0,31.15,1,0,"http://rosettacode.org//wiki/Create_an_HTML_table",0.164995567263399,0.636484718480739,0.198570650390094
0,0,0,2,0,0,0,0,0,0,0,0,18,14,5,1,0,31.8333333333333,1,0,"http://rosettacode.org//wiki/Associative_array/Creation",0,0.836746944343401,0.163252700669284
2,0,1,9,1,2,7,0,0,1,0,0,50,46,3,0,1,30.82,0,4,"http://rosettacode.org//wiki/Bitmap/B%C3%A9zier_curves/Cubic",0.304912080503952,0.620489076950317,0.0746386198437799
0,0,0,0,0,0,2,0,0,0,0,0,9,9,0,0,0,15.8888888888889,0,1,"http://rosettacode.org//wiki/Currying",0.0196222166951073,0.973714522072971,0.00660488041388805
0,0,0,1,1,0,0,0,0,0,0,0,6,6,0,0,0,48.5,0,0,"http://rosettacode.org//wiki/XML/DOM_serialization",0.00818783748256359,0.988993605063733,0.00275604373659614
0,0,0,0,0,0,0,0,3,0,0,0,7,7,0,0,0,68.8571428571429,0,0,"http://rosettacode.org//wiki/Date_format",0.0119992972200755,0.983900577400149,0.00403898929569256
0,0,0,2,0,0,0,1,1,1,0,0,38,32,7,1,0,38.7105263157895,1,1,"http://rosettacode.org//wiki/Date_manipulation",0.0558941714685695,0.715325512050282,0.228818338845978
1,0,0,2,0,0,0,2,0,0,0,0,5,5,0,0,0,27.2,0,0,"http://rosettacode.org//wiki/Day_of_the_week",0.00437637774504638,0.994086632727323,0.00147309817749795
0,3,0,0,0,0,4,0,0,0,0,0,17,15,2,0,0,25.2352941176471,0,0,"http://rosettacode.org//wiki/Day_of_the_week",0.0332810402155618,0.910833090744676,0.0558501053906866
0,0,0,7,1,0,4,3,1,1,0,3,79,60,19,0,0,26.6708860759494,0,1,"http://rosettacode.org//wiki/Deal_cards_for_FreeCell",0.126512281714312,0.406899090435726,0.466736844338882
0,0,0,2,0,0,1,0,0,0,0,0,28,22,6,0,0,32.1071428571429,0,0,"http://rosettacode.org//wiki/Death_Star",0.0415413885688873,0.810535366406036,0.147925827548794
0,0,0,7,0,0,2,12,0,0,0,0,36,36,0,0,0,23.75,0,0,"http://rosettacode.org//wiki/Roman_numerals/Decode",0.122531629608014,0.8362027751561,0.0412444105095197
0,0,0,0,0,3,3,2,0,0,0,0,57,51,6,0,0,26.1754385964912,0,0,"http://rosettacode.org//wiki/Roman_numerals/Decode",0.152073720956823,0.66283756416199,0.18513124876262
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,18,0,0,"http://rosettacode.org//wiki/Roman_numerals/Decode",0,0.999936507872942,0
0,0,0,1,0,2,9,0,0,0,0,0,27,27,0,0,0,26.037037037037,0,0,"http://rosettacode.org//wiki/Roman_numerals/Decode",0.0882284919703776,0.882040024128391,0.0296979004776422
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,18,0,0,"http://rosettacode.org//wiki/Roman_numerals/Decode",0,0.999936507872942,0
0,0,0,1,2,1,1,0,0,0,0,0,10,10,0,0,0,20,0,0,"http://rosettacode.org//wiki/Deepcopy",0.0234336764326245,0.968621494409381,0.00788782597298624
0,0,0,1,1,0,1,0,0,0,0,0,11,11,0,0,0,16.9090909090909,0,0,"http://rosettacode.org//wiki/Deepcopy",0.0272451361701365,0.963528466745797,0.00917077153208266
2,0,0,3,2,0,5,2,0,0,0,0,24,24,8,8,0,24.0416666666667,8,1,"http://rosettacode.org//wiki/Define_a_primitive_data_type",0,0.459734323509161,0.540426224623224
0,0,0,1,0,0,1,0,0,0,0,0,5,5,3,3,0,20.4,3,0,"http://rosettacode.org//wiki/Queue/Definition",0,0.812027001090857,0.187988835967459
0,0,1,0,1,0,0,6,0,0,0,0,14,14,0,0,0,22,0,0,"http://rosettacode.org//wiki/Queue/Definition",0.0386795153826802,0.948249383755035,0.0130196082093746
1,0,1,0,1,0,3,2,0,0,0,0,23,21,0,0,2,25.7826086956522,0,0,"http://rosettacode.org//wiki/Delegates",0.356603058754023,0.643430495063045,0
0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,34,0,0,"http://rosettacode.org//wiki/Delete_a_file",0.00437637774504638,0.994086632727323,0.00147309817749795
0,0,0,0,0,0,1,0,0,0,0,0,10,10,0,0,0,22.4,0,0,"http://rosettacode.org//wiki/Delete_a_file",0.0234336764326245,0.968621494409381,0.00788782597298624
8,0,2,12,0,0,10,0,0,0,0,0,35,34,2,1,0,28.8571428571429,1,1,"http://rosettacode.org//wiki/Anagrams/Deranged_anagrams",0.0865419282051943,0.785947620090019,0.12751535090864
1,0,0,0,0,0,0,0,2,0,0,0,6,6,2,2,0,54.6666666666667,2,2,"http://rosettacode.org//wiki/Detect_division_by_zero",0,0.871497518900849,0.12849195879036
0,0,0,1,0,0,1,0,1,0,0,0,9,6,4,1,0,42.7777777777778,1,1,"http://rosettacode.org//wiki/Determine_if_a_string_is_numeric",0,0.874609532157066,0.125377618100522
1,0,0,2,1,0,2,0,0,0,0,1,17,15,2,0,0,21.5882352941176,0,2,"http://rosettacode.org//wiki/Digital_root",0.0332810402155618,0.910833090744676,0.0558501053906866
6,0,4,4,0,0,4,0,0,1,0,1,65,58,5,0,2,35.0769230769231,0,2.5,"http://rosettacode.org//wiki/Discordian_date",0.499520418327241,0.41075095609074,0.0898249444851291
0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,55.5,0,0,"http://rosettacode.org//wiki/Discordian_date",0,0.999935813205098,0
0,0,0,7,0,0,3,0,1,0,0,0,25,25,4,4,0,36.92,4,0,"http://rosettacode.org//wiki/Greyscale_bars/Display",0,0.704483905815608,0.295569590568535
0,0,0,0,0,0,1,5,0,0,0,0,6,6,1,1,0,26.6666666666667,1,0,"http://rosettacode.org//wiki/Distributed_programming",0,0.933257207066333,0.066705373164498
0,0,0,0,0,0,0,7,0,0,0,0,9,9,0,0,0,24.3333333333333,0,0,"http://rosettacode.org//wiki/Distributed_programming",0.0196222166951073,0.973714522072971,0.00660488041388805
0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,12.75,0,0,"http://rosettacode.org//wiki/Loops/Do-while",0.000564918007531808,0.999179660390911,0.000190152618400642
0,0,0,0,0,0,3,0,0,0,0,0,17,17,4,4,0,25,4,3,"http://rosettacode.org//wiki/Loops/Do-while",0,0.722797268659514,0.277251922978449
0,0,0,0,0,0,0,6,0,0,0,0,6,6,0,0,0,1,0,0,"http://rosettacode.org//wiki/Loops/Do-while",0.00818783748256359,0.988993605063733,0.00275604373659614
0,0,0,0,0,0,5,1,0,0,0,0,26,25,0,0,1,19.3846153846154,0,2,"http://rosettacode.org//wiki/Loops/Do-while",0.232762083179855,0.767232963106723,0
0,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,1,0,0,"http://rosettacode.org//wiki/Loops/Do-while",0.00437637774504638,0.994086632727323,0.00147309817749795
2,0,1,2,0,0,1,0,0,0,0,0,10,10,2,2,0,37.4,2,2,"http://rosettacode.org//wiki/Dot_product",0,0.862340837478897,0.137650792585402
1,0,1,0,0,0,7,0,0,0,0,0,14,13,2,2,1,26.9285714285714,2,2,"http://rosettacode.org//wiki/Dot_product",0.145425182571975,0.748484732429112,0.106106200372663
0,0,0,0,0,3,7,1,0,0,0,0,26,22,3,0,1,23.1538461538462,0,0,"http://rosettacode.org//wiki/Dot_product",0.213437046803589,0.742721740876428,0.0438479264254402
1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,39,0,0,"http://rosettacode.org//wiki/Loops/Downward_for",0,0.999936507872942,0
1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,38,0,0,"http://rosettacode.org//wiki/Loops/Downward_for",0,0.999936507872942,0
1,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,19,0,0,"http://rosettacode.org//wiki/Loops/Downward_for",0,0.999935813205098,0
0,0,0,0,0,0,5,0,0,0,0,0,12,12,0,0,0,18,0,2,"http://rosettacode.org//wiki/Loops/Downward_for",0.0310565959076511,0.95843543908221,0.01045371709118
0,0,0,0,0,0,1,0,0,0,0,0,7,7,0,0,0,16,0,0,"http://rosettacode.org//wiki/Loops/Downward_for",0.0119992972200755,0.983900577400149,0.00403898929569256
0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,17,0,0,"http://rosettacode.org//wiki/Loops/Downward_for",0,0.999935118537253,0
0,0,0,4,1,0,8,0,1,0,0,0,78,49,32,3,0,37.1153846153846,3,0,"http://rosettacode.org//wiki/Dragon_curve",0,0.144375981326435,0.855901042094513
1,0,1,3,1,3,15,0,2,2,0,0,47,44,0,0,3,28.8510638297872,0,2,"http://rosettacode.org//wiki/Draw_a_clock",0.597385528130909,0.402710165986898,0
2,0,0,0,4,0,11,0,2,1,0,2,44,41,3,3,3,33.6818181818182,3,2,"http://rosettacode.org//wiki/Draw_a_sphere",0.544545752502424,0.329003333029255,0.126578584353536
0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,33.6666666666667,1,0,"http://rosettacode.org//wiki/Dynamic_variable_names",0,0.940124718132797,0.0598362478182164
0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,25.3333333333333,0,0,"http://rosettacode.org//wiki/Dynamic_variable_names",0,0.999935118537253,0
0,0,1,3,0,0,1,0,1,0,0,0,17,17,0,0,0,30.4705882352941,0,0,"http://rosettacode.org//wiki/Echo_server",0.0501138945952292,0.932970300764266,0.0168684448866683
4,0,2,3,1,0,1,2,0,0,0,0,28,27,1,0,0,27.3214285714286,0,1.5,"http://rosettacode.org//wiki/Singly-linked_list/Element_definition",0.0836235245180585,0.865878391455009,0.0504716762887487
2,0,2,1,0,0,0,2,1,0,0,0,11,11,0,0,0,42.1818181818182,0,0,"http://rosettacode.org//wiki/Singly-linked_list/Element_insertion",0.0272451361701365,0.963528466745797,0.00917077153208266
0,0,0,0,1,0,2,0,0,0,0,0,2,2,0,0,0,16,0,0,"http://rosettacode.org//wiki/Empty_string",0,0.999935813205098,0
0,0,2,0,0,0,2,5,0,0,0,0,5,5,0,0,0,9,0,0,"http://rosettacode.org//wiki/Empty_string",0.00437637774504638,0.994086632727323,0.00147309817749795
0,0,0,1,0,0,1,1,0,0,0,0,17,17,1,1,0,29.1764705882353,1,0,"http://rosettacode.org//wiki/Roman_numerals/Encode",0.0263520801197629,0.888690723044388,0.0849315005928788
1,5,0,1,0,2,7,0,0,0,0,0,56,52,4,0,0,28.2321428571429,0,0,"http://rosettacode.org//wiki/Roman_numerals/Encode",0.165095115598976,0.690067801845168,0.144866642699504
2,0,0,0,0,0,9,0,1,0,0,0,33,30,3,0,0,29.3030303030303,0,1,"http://rosettacode.org//wiki/Entropy",0.085847968825964,0.818276043117482,0.0958680645882536
0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,14,0,0,"http://rosettacode.org//wiki/Enumerations",0.00818783748256359,0.988993605063733,0.00275604373659614
0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,46.3333333333333,0,0,"http://rosettacode.org//wiki/Environment_variables",0,0.999935118537253,0
3,0,0,0,0,0,7,5,0,0,0,0,22,21,7,6,0,23.9090909090909,6,1,"http://rosettacode.org//wiki/Equilibrium_index",0,0.570571985936837,0.429541343003892
2,0,0,0,0,0,3,1,0,0,0,2,11,11,4,4,0,31.8181818181818,4,2,"http://rosettacode.org//wiki/Ethiopian_multiplication",0,0.736532290792445,0.263513672285885
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,24,0,0,"http://rosettacode.org//wiki/Ethiopian_multiplication",0,0.999936507872942,0
0,0,1,7,0,0,0,0,2,1,0,0,29,29,0,0,0,36.551724137931,0,0,"http://rosettacode.org/wiki/Euler%27s_sum_of_powers_conjecture",0.0958514114454094,0.871853968801213,0.0322637915958377
5,0,0,7,0,1,9,9,1,0,0,0,25,24,0,0,1,27.12,0,1,"http://rosettacode.org/wiki/Euler%27s_sum_of_powers_conjecture",0.228430916742718,0.771563254256074,0
8,0,1,6,0,1,11,9,1,0,0,0,25,24,2,2,1,34.52,2,1,"http://rosettacode.org/wiki/Euler%27s_sum_of_powers_conjecture",0.18735123968464,0.692461428129646,0.120218601522735
6,0,0,6,0,1,8,9,1,0,0,0,22,21,0,0,1,31.1363636363636,0,1,"http://rosettacode.org/wiki/Euler%27s_sum_of_powers_conjecture",0.215437417431304,0.784554127704127,0
5,0,0,9,0,1,9,16,1,0,0,0,38,37,0,0,1,24.1315789473684,0,1,"http://rosettacode.org/wiki/Euler%27s_sum_of_powers_conjecture",0.284423845223273,0.714811223942757,0.000770782378582945
0,0,0,1,0,0,6,1,0,0,0,0,25,16,8,0,1,29.28,0,3.5,"http://rosettacode.org//wiki/Euler_method",0.167543451116903,0.692471743491042,0.140019132126388
2,0,0,2,0,0,4,0,0,0,0,0,7,7,0,0,0,24.7142857142857,0,2,"http://rosettacode.org//wiki/Evaluate_binomial_coefficients",0.0119992972200755,0.983900577400149,0.00403898929569256
0,0,0,0,1,0,1,0,0,0,0,1,3,3,0,0,0,15.3333333333333,0,1,"http://rosettacode.org//wiki/Even_or_odd",0,0.999935118537253,0
0,0,0,0,1,0,2,0,0,0,0,0,7,6,1,0,0,14.1428571428571,0,1,"http://rosettacode.org//wiki/Even_or_odd",0.00358287003024184,0.972831972390354,0.0235298195477017
0,0,0,0,0,0,1,0,0,0,0,0,10,8,2,0,0,24.3,0,0,"http://rosettacode.org//wiki/Events",0.0066008220529545,0.946484284389793,0.0468694864770037
0,0,0,0,1,0,2,0,0,0,0,0,10,8,2,0,0,32.4,0,0,"http://rosettacode.org//wiki/Events",0.0066008220529545,0.946484284389793,0.0468694864770037
8,0,2,13,1,0,11,0,14,1,0,2,200,163,44,8,1,35.415,8,2.5,"http://rosettacode.org//wiki/Evolutionary_algorithm",0,0,1.0009759356423
0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,20.3333333333333,0,0,"http://rosettacode.org//wiki/Exceptions",0,0.999935118537253,0
0,0,0,2,2,0,2,0,5,0,0,0,28,28,0,0,0,37.1071428571429,0,1,"http://rosettacode.org/wiki/Execute_HQ9%2B",0.0920399517078922,0.876946996464804,0.0309808460367395
0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,39.5,0,0,"http://rosettacode.org//wiki/Execute_a_system_command",0,0.999935813205098,0
0,0,0,1,0,0,0,0,0,0,0,0,10,8,2,0,0,27.1,0,0,"http://rosettacode.org//wiki/Execute_a_system_command",0.0066008220529545,0.946484284389793,0.0468694864770037
2,0,1,1,1,0,0,0,0,0,0,0,12,12,0,0,0,20.25,0,2,"http://rosettacode.org//wiki/Exponentiation_operator",0.0310565959076511,0.95843543908221,0.01045371709118
0,0,0,1,1,0,1,0,0,0,0,0,13,11,2,0,0,20.0769230769231,0,1,"http://rosettacode.org//wiki/Factorial",0.0180352012655008,0.931205201399028,0.0507183231542965
0,0,0,0,0,0,2,0,0,0,0,0,8,7,0,0,1,20.75,0,0,"http://rosettacode.org//wiki/Factorial",0.154801087311377,0.845178203795035,0
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,16,0,0,"http://rosettacode.org//wiki/Factorial",0,0.999936507872942,0
1,1,0,0,0,1,7,0,0,0,0,0,18,16,2,0,0,22.5555555555556,0,0,"http://rosettacode.org//wiki/Factorial",0.0370924999530738,0.905740063081092,0.057133050949783
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,16,0,0,"http://rosettacode.org//wiki/Factorial",0,0.999936507872942,0
0,0,7,2,2,2,7,17,0,0,0,0,41,38,1,1,3,23.6341463414634,1,1.5,"http://rosettacode.org//wiki/Factors_of_a_Mersenne_number",0.575208287182721,0.424877168210443,0
2,0,0,0,0,0,3,0,0,0,0,0,18,18,4,4,0,24.7777777777778,4,1,"http://rosettacode.org//wiki/Factors_of_an_integer",0,0.720508098304026,0.27954163142721
0,0,0,0,0,0,7,1,0,0,0,0,17,14,4,2,1,23.9411764705882,2,1.66666666666667,"http://rosettacode.org//wiki/Factors_of_an_integer",0.140026707404854,0.711068439418756,0.148936697553974
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,12,0,0,"http://rosettacode.org//wiki/Factors_of_an_integer",0,0.999936507872942,0
0,0,0,0,0,1,18,1,0,0,0,1,50,43,6,0,1,38.74,0,0,"http://rosettacode.org//wiki/Factors_of_an_integer",0.279662798934448,0.587283261920935,0.133111110599806
5,0,0,10,1,1,9,1,0,1,0,0,55,43,11,0,1,27.9090909090909,0,1,"http://rosettacode.org//wiki/Fast_Fourier_transform",0.256637961672853,0.506475098554023,0.236979989655339
3,0,0,0,0,0,1,5,3,0,0,0,44,34,10,0,0,32.3181818181818,0,2,"http://rosettacode.org//wiki/Fast_Fourier_transform",0.0688590356097937,0.684772503749449,0.24641627750239
3,0,0,4,0,4,4,0,0,0,0,0,25,22,0,0,3,25,0,1.75,"http://rosettacode.org//wiki/Fibonacci_n-step_number_sequences",0.502099866513886,0.497976571272606,0
0,0,0,0,1,0,4,0,0,0,0,0,5,5,0,0,0,24.8,0,1,"http://rosettacode.org//wiki/Fibonacci_sequence",0.00437637774504638,0.994086632727323,0.00147309817749795
0,0,0,0,1,0,4,0,0,0,0,0,12,12,0,0,0,14.4166666666667,0,1,"http://rosettacode.org//wiki/Fibonacci_sequence",0.0310565959076511,0.95843543908221,0.01045371709118
2,0,1,0,0,0,1,0,0,0,0,0,8,8,0,0,0,32,0,0,"http://rosettacode.org//wiki/Fibonacci_sequence",0.0158107569575901,0.978807549736562,0.00532193485478986
0,1,0,0,0,0,3,0,0,0,0,0,15,14,0,0,1,22.2666666666667,0,0,"http://rosettacode.org//wiki/Fibonacci_sequence",0.18511925237134,0.814866165749581,0
0,0,0,1,1,0,2,0,0,0,0,0,17,17,0,0,0,20.1176470588235,0,1,"http://rosettacode.org//wiki/Fibonacci_sequence",0.0501138945952292,0.932970300764266,0.0168684448866683
4,0,0,17,0,0,26,0,0,2,0,0,96,89,8,1,0,24.9375,1,1,"http://rosettacode.org//wiki/Fibonacci_word",0.268542409054605,0.408861302552398,0.322720011525639
0,0,0,0,1,0,1,0,0,0,0,0,3,3,0,0,0,40.6666666666667,0,0,"http://rosettacode.org//wiki/File_modification_time",0,0.999935118537253,0
0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,52,0,0,"http://rosettacode.org//wiki/File_modification_time",0,0.999935813205098,0
0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,40.3333333333333,0,0,"http://rosettacode.org//wiki/File_size",0,0.999935118537253,0
0,0,0,1,0,2,0,0,1,0,0,0,16,14,1,1,2,23.75,1,1,"http://rosettacode.org//wiki/File_size",0.330094651368692,0.669927788435946,0
0,0,1,0,1,0,1,1,0,0,0,0,4,4,0,0,0,21.5,0,0,"http://rosettacode.org//wiki/Filter",0.000564918007531808,0.999179660390911,0.000190152618400642
2,0,1,1,0,0,1,0,0,0,0,0,5,5,0,0,0,28.2,0,0,"http://rosettacode.org//wiki/Filter",0.00437637774504638,0.994086632727323,0.00147309817749795
0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,49,1,0,"http://rosettacode.org//wiki/Filter",0,0.944703058843775,0.0552568309206938
0,0,0,1,0,0,0,0,0,0,0,0,9,9,0,0,0,24.4444444444444,0,1,"http://rosettacode.org//wiki/Find_limit_of_recursion",0.0196222166951073,0.973714522072971,0.00660488041388805
1,0,3,1,0,0,0,6,0,0,0,0,10,10,0,0,0,45.7,0,1,"http://rosettacode.org//wiki/Find_the_last_Sunday_of_each_month",0.0234336764326245,0.968621494409381,0.00788782597298624
0,8,0,1,0,2,9,1,0,0,0,0,63,57,6,0,0,26.8730158730159,0,0,"http://rosettacode.org//wiki/Find_the_last_Sunday_of_each_month",0.174942479381913,0.632279398180463,0.192828922117205
6,0,2,1,0,0,10,2,4,0,0,0,22,22,2,2,0,46.3636363636364,2,0,"http://rosettacode.org//wiki/Find_the_missing_permutation",0.0216475643318644,0.81894600700658,0.159409284094574
0,0,0,1,0,3,4,1,0,0,0,0,38,31,7,0,0,30.2631578947368,0,0,"http://rosettacode.org//wiki/Find_the_missing_permutation",0.0712395587542021,0.748536484760365,0.180246113391777
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,8,0,0,"http://rosettacode.org//wiki/Find_the_missing_permutation",0,0.999936507872942,0
0,0,0,0,0,0,0,1,0,0,0,0,19,19,1,1,0,24.2105263157895,1,0,"http://rosettacode.org//wiki/Rosetta_Code/Find_unimplemented_tasks",0.0339749995947895,0.878504667717217,0.0874973917110725
0,0,0,1,0,0,6,0,0,0,0,0,20,16,4,0,0,24.1,0,0,"http://rosettacode.org//wiki/First-class_functions",0.0278825650484355,0.873416797734327,0.098680602571996
1,0,0,0,0,0,0,0,1,0,0,0,41,36,2,0,3,28.780487804878,0,1.25,"http://rosettacode.org//wiki/Five_weekends",0.570356703814473,0.429730071172043,0
0,0,1,2,0,0,2,0,1,0,0,0,50,46,4,0,0,28.08,0,0,"http://rosettacode.org//wiki/Five_weekends",0.142226357173886,0.720625967826694,0.13716896934492
0,7,0,1,0,0,10,0,0,0,0,0,46,44,2,0,0,29.695652173913,0,0,"http://rosettacode.org//wiki/Five_weekends",0.143813372603492,0.763135288500637,0.0930555266045111
1,1,0,1,0,0,1,0,1,0,0,0,10,10,1,1,0,41.1,1,0,"http://rosettacode.org//wiki/Rosetta_Code/Fix_code_tags",0,0.924100525644379,0.0758642069595416
0,0,0,0,1,0,1,0,0,0,0,0,13,13,1,1,0,23.5384615384615,1,0,"http://rosettacode.org//wiki/FizzBuzz",0.011106241169702,0.90906283369874,0.0797997183564887
0,0,2,1,0,0,1,1,0,0,0,0,7,7,0,0,0,25,0,0,"http://rosettacode.org//wiki/FizzBuzz",0.0119992972200755,0.983900577400149,0.00403898929569256
1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,100,0,0,"http://rosettacode.org//wiki/FizzBuzz",0,0.999936507872942,0
0,0,0,0,0,0,2,3,0,0,0,0,11,11,0,0,0,19.8181818181818,0,0,"http://rosettacode.org//wiki/FizzBuzz",0.0272451361701365,0.963528466745797,0.00917077153208266
0,0,0,0,1,0,0,0,0,0,0,0,5,5,0,0,0,30.6,0,1,"http://rosettacode.org//wiki/Flatten_a_list",0.00437637774504638,0.994086632727323,0.00147309817749795
0,0,0,0,0,1,2,0,0,0,0,0,28,26,2,0,0,20.1785714285714,0,0,"http://rosettacode.org//wiki/Flatten_a_list",0.0752070973282222,0.854809786445217,0.069962506540757
0,0,0,0,1,0,1,0,0,0,0,0,4,3,1,0,0,34.25,0,1,"http://rosettacode.org//wiki/Flatten_a_list",0,0.982335181328526,0.0176070771710276
0,0,0,0,0,0,1,0,0,0,0,0,24,23,1,0,0,18.7916666666667,0,0,"http://rosettacode.org//wiki/Flatten_a_list",0.0683776855680002,0.886250502109357,0.0453398940523595
2,0,11,11,1,0,7,0,2,1,0,2,99,89,5,0,5,29.2828282828283,0,1.5,"http://rosettacode.org//wiki/Flipping_bits_game",1.00026254712648,0,0
0,0,0,0,0,4,8,4,0,0,0,0,69,53,17,1,0,29.2898550724638,1,1.4,"http://rosettacode.org/wiki/Floyd%27s_triangle",0.0898851514331943,0.446755604381113,0.463497953698089
2,0,1,0,0,0,0,1,0,0,0,0,18,18,0,0,0,25.5,0,0,"http://rosettacode.org//wiki/Floyd-Warshall_algorithm",0.0539253543327412,0.927877273100683,0.0181513904457647
1,0,0,0,0,0,2,0,0,0,0,0,7,7,0,0,0,18.2857142857143,0,0,"http://rosettacode.org//wiki/Loops/For",0.0119992972200755,0.983900577400149,0.00403898929569256
0,0,0,0,0,0,1,0,0,0,0,0,12,12,0,0,0,15.6666666666667,0,0,"http://rosettacode.org//wiki/Loops/For",0.0310565959076511,0.95843543908221,0.01045371709118
0,0,0,0,0,0,2,0,0,0,0,0,7,7,0,0,0,18.4285714285714,0,0,"http://rosettacode.org//wiki/Loops/For",0.0119992972200755,0.983900577400149,0.00403898929569256
0,0,0,0,0,0,1,0,0,0,0,0,5,5,0,0,0,19.8,0,0,"http://rosettacode.org//wiki/Loops/For",0.00437637774504638,0.994086632727323,0.00147309817749795
0,0,0,0,0,0,1,0,0,0,0,0,7,7,0,0,0,18.8571428571429,0,0,"http://rosettacode.org//wiki/Loops/For_with_a_specified_step",0.0119992972200755,0.983900577400149,0.00403898929569256
0,0,0,0,0,0,2,0,0,0,0,0,18,15,3,0,0,27.0555555555556,0,0,"http://rosettacode.org//wiki/Loops/For_with_a_specified_step",0.02867607276324,0.894671458071297,0.0766238812017922
0,0,0,0,0,0,1,0,0,0,0,0,5,5,0,0,0,18.2,0,0,"http://rosettacode.org//wiki/Loops/Foreach",0.00437637774504638,0.994086632727323,0.00147309817749795
0,0,0,0,0,0,1,0,0,0,0,0,5,5,0,0,0,24,0,0,"http://rosettacode.org//wiki/Loops/Foreach",0.00437637774504638,0.994086632727323,0.00147309817749795
0,0,0,0,0,0,3,1,0,0,0,0,7,7,0,0,0,23.7142857142857,0,0,"http://rosettacode.org//wiki/Loops/Foreach",0.0119992972200755,0.983900577400149,0.00403898929569256
0,0,0,1,0,0,1,0,0,0,0,0,3,3,0,0,0,11.6666666666667,0,0,"http://rosettacode.org//wiki/Loops/Foreach",0,0.999935118537253,0
0,0,0,1,0,0,1,0,0,0,0,0,5,5,0,0,0,14.8,0,0,"http://rosettacode.org//wiki/Loops/Foreach",0.00437637774504638,0.994086632727323,0.00147309817749795
0,0,7,7,0,0,15,0,1,1,0,0,59,55,2,0,2,29.9661016949153,0,1,"http://rosettacode.org//wiki/Forest_fire",0.501900941471656,0.474514937101646,0.0236547803745183
0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,19,0,0,"http://rosettacode.org//wiki/Formatted_numeric_output",0,0.999935118537253,0
4,0,1,0,1,0,0,0,1,0,0,0,15,14,0,0,1,28.2666666666667,0,0.5,"http://rosettacode.org//wiki/Four_bit_adder",0.18511925237134,0.814866165749581,0
7,0,5,2,1,0,17,0,0,1,0,0,74,59,8,0,7,27.1486486486486,0,2,"http://rosettacode.org//wiki/Four_bit_adder",1.00040196567917,0,0
