"curly","dot.location","eqeqeq","vars.on.top","no.unused.vars","no.use.before.define","id.length","semi","max.len","max.statements","max.statements.per.line","no.bitwise","LOC","SLOC","comment","mixLOC","emptyLine","codePerLine","mixLOC.1","paremeter","Url","X1","X2","X3","X4"
0,0,0,0,0,0,0,0,1,0,0,0,5,5,2,2,0,40.6,2,0,"http://rosettacode.org//wiki/Copy_a_string",0.0784123115924798,0.921607934816663,0,0
0,0,0,0,1,0,2,1,0,0,0,0,3,3,2,2,0,47.6666666666667,2,0,"http://rosettacode.org//wiki/Copy_a_string",0.0778614586421326,0.922159034254098,0,0
3,0,2,0,0,1,1,0,0,0,0,0,14,13,0,0,1,21.4285714285714,0,1,"http://rosettacode.org//wiki/Count_in_factors",0,0.859310450323212,0,0.140641443561975
0,0,0,1,0,0,1,0,1,0,0,0,3,3,2,2,0,55.3333333333333,2,0,"http://rosettacode.org//wiki/Count_in_octal",0.0778614586421326,0.922159034254098,0,0
0,0,0,0,1,0,0,0,0,0,0,0,4,4,0,0,0,33,0,2,"http://rosettacode.org//wiki/Count_occurrences_of_a_substring",0,0.999883097681829,0,0
0,0,0,2,1,0,4,0,0,0,0,0,15,13,2,0,0,30,0,2,"http://rosettacode.org//wiki/Count_the_coins",0.00266548108287107,0.944592899309688,0.05265408041974,0
0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,18.5,0,0,"http://rosettacode.org//wiki/Count_the_coins",0,0.999884401696705,0,0
0,0,0,1,1,0,5,0,0,0,0,0,22,19,2,0,1,22.1818181818182,0,2,"http://rosettacode.org//wiki/Count_the_coins",0.00552131723268838,0.818885178188291,0.0365591056257779,0.139011487876207
0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,18.5,0,0,"http://rosettacode.org//wiki/Count_the_coins",0,0.999884401696705,0,0
3,0,0,2,0,4,4,4,1,0,0,0,8,8,1,1,0,36.375,1,0,"http://rosettacode.org//wiki/Count_the_coins",0.0394246394681807,0.95533664083333,0.00224125136044138,0.00295051733908142
0,0,0,0,1,0,2,1,0,0,0,0,15,15,0,0,0,20.6666666666667,0,0,"http://rosettacode.org//wiki/Sorting_algorithms/Counting_sort",0,0.959670789532972,0.0312303297593007,0.00900080738029323
0,0,0,0,0,0,1,0,0,0,0,0,9,8,1,0,0,23.4444444444444,0,0,"http://rosettacode.org//wiki/Sorting_algorithms/Counting_sort",0.00192925127073922,0.975004684567205,0.0229630917578387,0
0,0,0,1,0,0,1,0,0,0,0,0,13,9,4,0,0,24.9230769230769,0,0,"http://rosettacode.org//wiki/Create_a_two-dimensional_array_at_runtime",0.0131734386952867,0.925681208347416,0.0610814847955312,0
0,0,0,2,0,0,9,0,0,0,0,0,60,57,4,1,0,31.15,1,0,"http://rosettacode.org//wiki/Create_an_HTML_table",0.0208675256681954,0.743349649692709,0.208386248257671,0.0274258373729633
0,0,0,2,0,0,0,0,0,0,0,0,18,14,5,1,0,31.8333333333333,1,0,"http://rosettacode.org//wiki/Associative_array/Creation",0.051263102328044,0.877887701086957,0.0708552836616206,0
2,0,1,9,1,2,7,0,0,1,0,0,50,46,3,0,1,30.82,0,4,"http://rosettacode.org//wiki/Bitmap/B%C3%A9zier_curves/Cubic",0,0.705590225479011,0.137711799261164,0.156721916315578
0,0,0,0,0,0,2,0,0,0,0,0,9,9,0,0,0,15.8888888888889,0,1,"http://rosettacode.org//wiki/Currying",0,0.983437819942522,0.0127717422443033,0.00368090867876581
0,0,0,1,1,0,0,0,0,0,0,0,6,6,0,0,0,48.5,0,0,"http://rosettacode.org//wiki/XML/DOM_serialization",0,0.995321335147297,0.00354244848680462,0.0010209593280021
0,0,0,0,0,0,0,0,3,0,0,0,7,7,0,0,0,68.8571428571429,0,0,"http://rosettacode.org//wiki/Date_format",0,0.99136016341237,0.00661887973930559,0.00190760911159041
0,0,0,2,0,0,0,1,1,1,0,0,38,32,7,1,0,38.7105263157895,1,1,"http://rosettacode.org//wiki/Date_manipulation",0.0475724202447917,0.793114485113202,0.159354159812862,0
1,0,0,2,0,0,0,2,0,0,0,0,5,5,0,0,0,27.2,0,0,"http://rosettacode.org//wiki/Day_of_the_week",0,0.999282506882221,0.000466017234305766,0.0001343095444144
0,3,0,0,0,0,4,0,0,0,0,0,17,15,2,0,0,25.2352941176471,0,0,"http://rosettacode.org//wiki/Day_of_the_week",0.00137469565599197,0.938605487945007,0.0599333051266003,0
0,0,0,7,1,0,4,3,1,1,0,3,79,60,19,0,0,26.6708860759494,0,1,"http://rosettacode.org//wiki/Deal_cards_for_FreeCell",0.0397063109998098,0.541353365860828,0.419095618241751,0
0,0,0,2,0,0,1,0,0,0,0,0,28,22,6,0,0,32.1071428571429,0,0,"http://rosettacode.org//wiki/Death_Star",0.0127097201792324,0.855876520785365,0.131382299179621,0
0,0,0,7,0,0,2,12,0,0,0,0,36,36,0,0,0,23.75,0,0,"http://rosettacode.org//wiki/Roman_numerals/Decode",0,0.876486183099549,0.0958353860617893,0.0276204528356386
0,0,0,0,0,3,3,2,0,0,0,0,57,51,6,0,0,26.1754385964912,0,0,"http://rosettacode.org//wiki/Roman_numerals/Decode",0,0.760054851654873,0.231689532208499,0.00825204751157958
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,18,0,0,"http://rosettacode.org//wiki/Roman_numerals/Decode",0,0.999885053704143,0,0
0,0,0,1,0,2,9,0,0,0,0,0,27,27,0,0,0,26.037037037037,0,0,"http://rosettacode.org//wiki/Roman_numerals/Decode",0,0.912136728713871,0.0681475047892954,0.019640604783348
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,18,0,0,"http://rosettacode.org//wiki/Roman_numerals/Decode",0,0.999885053704143,0,0
0,0,0,1,2,1,1,0,0,0,0,0,10,10,0,0,0,20,0,0,"http://rosettacode.org//wiki/Deepcopy",0,0.979476648207598,0.0158481734968022,0.00456755846235351
0,0,0,1,1,0,1,0,0,0,0,0,11,11,0,0,0,16.9090909090909,0,0,"http://rosettacode.org//wiki/Deepcopy",0,0.975515476472674,0.018924604749301,0.0054542082459412
2,0,0,3,2,0,5,2,0,0,0,0,24,24,8,8,0,24.0416666666667,8,1,"http://rosettacode.org//wiki/Define_a_primitive_data_type",0.318385917524358,0.664278310342838,0,0.017776721293417
0,0,0,1,0,0,1,0,0,0,0,0,5,5,3,3,0,20.4,3,0,"http://rosettacode.org//wiki/Queue/Definition",0.117597606613087,0.882491500114904,0,0
0,0,1,0,1,0,0,6,0,0,0,0,14,14,0,0,0,22,0,0,"http://rosettacode.org//wiki/Queue/Definition",0,0.963631961267899,0.0281538985067997,0.00811415759670491
1,0,1,0,1,0,3,2,0,0,0,0,23,21,0,0,2,25.7826086956522,0,0,"http://rosettacode.org//wiki/Delegates",0,0.719042284128498,0,0.280978876772203
0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,34,0,0,"http://rosettacode.org//wiki/Delete_a_file",0,0.999282506882221,0.000466017234305766,0.0001343095444144
0,0,0,0,0,0,1,0,0,0,0,0,10,10,0,0,0,22.4,0,0,"http://rosettacode.org//wiki/Delete_a_file",0,0.979476648207598,0.0158481734968022,0.00456755846235351
8,0,2,12,0,0,10,0,0,0,0,0,35,34,2,1,0,28.8571428571429,1,1,"http://rosettacode.org//wiki/Anagrams/Deranged_anagrams",0.0273724018209165,0.849739472803803,0.104029042527276,0.0188464361075175
1,0,0,0,0,0,0,0,2,0,0,0,6,6,2,2,0,54.6666666666667,2,2,"http://rosettacode.org//wiki/Detect_division_by_zero",0.0786877380676533,0.921332385097946,0,0
0,0,0,1,0,0,1,0,1,0,0,0,9,6,4,1,0,42.7777777777778,1,1,"http://rosettacode.org//wiki/Determine_if_a_string_is_numeric",0.0524630506562306,0.917280603391495,0.03024545793943,0
1,0,0,2,1,0,2,0,0,0,0,1,17,15,2,0,0,21.5882352941176,0,2,"http://rosettacode.org//wiki/Digital_root",0.00137469565599197,0.938605487945007,0.0599333051266003,0
6,0,4,4,0,0,4,0,0,1,0,1,65,58,5,0,2,35.0769230769231,0,2.5,"http://rosettacode.org//wiki/Discordian_date",0,0.536274216958756,0.170789795405668,0.293041371375674
0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,55.5,0,0,"http://rosettacode.org//wiki/Discordian_date",0,0.999884401696705,0,0
0,0,0,7,0,0,3,0,1,0,0,0,25,25,4,4,0,36.92,4,0,"http://rosettacode.org//wiki/Greyscale_bars/Display",0.153119287489471,0.794429661075684,0.0347808078241285,0.0178417536175632
0,0,0,0,0,0,1,5,0,0,0,0,6,6,1,1,0,26.6666666666667,1,0,"http://rosettacode.org//wiki/Distributed_programming",0.039502443047046,0.960448819799706,0,0
0,0,0,0,0,0,0,7,0,0,0,0,9,9,0,0,0,24.3333333333333,0,0,"http://rosettacode.org//wiki/Distributed_programming",0,0.983437819942522,0.0127717422443033,0.00368090867876581
0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,12.75,0,0,"http://rosettacode.org//wiki/Loops/Do-while",0,0.999883097681829,0,0
0,0,0,0,0,0,3,0,0,0,0,0,17,17,4,4,0,25,4,3,"http://rosettacode.org//wiki/Loops/Do-while",0.157974349321693,0.823341250854427,0.00741022117495195,0.011438322921998
0,0,0,0,0,0,0,6,0,0,0,0,6,6,0,0,0,1,0,0,"http://rosettacode.org//wiki/Loops/Do-while",0,0.995321335147297,0.00354244848680462,0.0010209593280021
0,0,0,0,0,0,5,1,0,0,0,0,26,25,0,0,1,19.3846153846154,0,2,"http://rosettacode.org//wiki/Loops/Do-while",0,0.817281709622831,0.0282529042790694,0.154436346899173
0,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,1,0,0,"http://rosettacode.org//wiki/Loops/Do-while",0,0.999282506882221,0.000466017234305766,0.0001343095444144
2,0,1,2,0,0,1,0,0,0,0,0,10,10,2,2,0,37.4,2,2,"http://rosettacode.org//wiki/Dot_product",0.0795480921483793,0.914952126229372,0.000542917967464782,0.0049793570297747
1,0,1,0,0,0,7,0,0,0,0,0,14,13,2,2,1,26.9285714285714,2,2,"http://rosettacode.org//wiki/Dot_product",0.077818399674659,0.786675117533107,0,0.13559202768301
0,0,0,0,0,3,7,1,0,0,0,0,26,22,3,0,1,23.1538461538462,0,0,"http://rosettacode.org//wiki/Dot_product",0.00742738235306474,0.796408830772664,0.0596564601762205,0.136497543394891
1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,39,0,0,"http://rosettacode.org//wiki/Loops/Downward_for",0,0.999885053704143,0,0
1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,38,0,0,"http://rosettacode.org//wiki/Loops/Downward_for",0,0.999885053704143,0,0
1,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,19,0,0,"http://rosettacode.org//wiki/Loops/Downward_for",0,0.999884401696705,0,0
0,0,0,0,0,0,5,0,0,0,0,0,12,12,0,0,0,18,0,2,"http://rosettacode.org//wiki/Loops/Downward_for",0,0.971554304737747,0.022001036001802,0.00634085802952952
0,0,0,0,0,0,1,0,0,0,0,0,7,7,0,0,0,16,0,0,"http://rosettacode.org//wiki/Loops/Downward_for",0,0.99136016341237,0.00661887973930559,0.00190760911159041
0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,17,0,0,"http://rosettacode.org//wiki/Loops/Downward_for",0,0.999883749689267,0,0
0,0,0,4,1,0,8,0,1,0,0,0,78,49,32,3,0,37.1153846153846,3,0,"http://rosettacode.org//wiki/Dragon_curve",0.210387446240797,0.321376623362134,0.468716362598395,0
1,0,1,3,1,3,15,0,2,2,0,0,47,44,0,0,3,28.8510638297872,0,2,"http://rosettacode.org//wiki/Draw_a_clock",0,0.536464721537479,0.0192216220661033,0.444420776153342
2,0,0,0,4,0,11,0,2,1,0,2,44,41,3,3,3,33.6818181818182,3,2,"http://rosettacode.org//wiki/Draw_a_sphere",0.118474889866636,0.444113765260738,0,0.437712066108312
0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,33.6666666666667,1,0,"http://rosettacode.org//wiki/Dynamic_variable_names",0.0386761636215255,0.961275468955857,0,0
0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,25.3333333333333,0,0,"http://rosettacode.org//wiki/Dynamic_variable_names",0,0.999883749689267,0,0
0,0,1,3,0,0,1,0,1,0,0,0,17,17,0,0,0,30.4705882352941,0,0,"http://rosettacode.org//wiki/Echo_server",0,0.951748446063121,0.0373831922643005,0.0107741069474692
4,0,2,3,1,0,1,2,0,0,0,0,28,27,1,0,0,27.3214285714286,0,1.5,"http://rosettacode.org//wiki/Singly-linked_list/Element_definition",0,0.902634436143737,0.0830987843491654,0.0141959127703687
2,0,2,1,0,0,0,2,1,0,0,0,11,11,0,0,0,42.1818181818182,0,0,"http://rosettacode.org//wiki/Singly-linked_list/Element_insertion",0,0.975515476472674,0.018924604749301,0.0054542082459412
0,0,0,0,1,0,2,0,0,0,0,0,2,2,0,0,0,16,0,0,"http://rosettacode.org//wiki/Empty_string",0,0.999884401696705,0,0
0,0,2,0,0,0,2,5,0,0,0,0,5,5,0,0,0,9,0,0,"http://rosettacode.org//wiki/Empty_string",0,0.999282506882221,0.000466017234305766,0.0001343095444144
0,0,0,1,0,0,1,1,0,0,0,0,17,17,1,1,0,29.1764705882353,1,0,"http://rosettacode.org//wiki/Roman_numerals/Encode",0.0339626949069295,0.922811102332236,0.0330331613407718,0.0101543768715939
1,5,0,1,0,2,7,0,0,0,0,0,56,52,4,0,0,28.2321428571429,0,0,"http://rosettacode.org//wiki/Roman_numerals/Encode",0,0.775098265060217,0.204863404341258,0.020028081321126
2,0,0,0,0,0,9,0,1,0,0,0,33,30,3,0,0,29.3030303030303,0,1,"http://rosettacode.org//wiki/Entropy",0,0.871746335798696,0.122230637226402,0.005966478095173
0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,14,0,0,"http://rosettacode.org//wiki/Enumerations",0,0.995321335147297,0.00354244848680462,0.0010209593280021
0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,46.3333333333333,0,0,"http://rosettacode.org//wiki/Environment_variables",0,0.999883749689267,0,0
3,0,0,0,0,0,7,5,0,0,0,0,22,21,7,6,0,23.9090909090909,6,1,"http://rosettacode.org//wiki/Equilibrium_index",0.241947967989551,0.730937720397917,0.0168469389459963,0.0105807713112304
2,0,0,0,0,0,3,1,0,0,0,2,11,11,4,4,0,31.8181818181818,4,2,"http://rosettacode.org//wiki/Ethiopian_multiplication",0.158392269553621,0.839698073937543,0,0.00206803375932436
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,24,0,0,"http://rosettacode.org//wiki/Ethiopian_multiplication",0,0.999885053704143,0,0
0,0,1,7,0,0,0,0,2,1,0,0,29,29,0,0,0,36.551724137931,0,0,"http://rosettacode.org/wiki/Euler%27s_sum_of_powers_conjecture",0,0.904214385244023,0.0743003672942931,0.0214139043505234
5,0,0,7,0,1,9,9,1,0,0,0,25,24,0,0,1,27.12,0,1,"http://rosettacode.org/wiki/Euler%27s_sum_of_powers_conjecture",0,0.821242881357758,0.0251764730265684,0.153549697115584
8,0,1,6,0,1,11,9,1,0,0,0,25,24,2,2,1,34.52,2,1,"http://rosettacode.org/wiki/Euler%27s_sum_of_powers_conjecture",0.0777079132491392,0.757771202755233,0.0109169930569647,0.153700058078844
6,0,0,6,0,1,8,9,1,0,0,0,22,21,0,0,1,31.1363636363636,0,1,"http://rosettacode.org/wiki/Euler%27s_sum_of_powers_conjecture",0,0.833126396562533,0.0159471792690697,0.150889747764821
5,0,0,9,0,1,9,16,1,0,0,0,38,37,0,0,1,24.1315789473684,0,1,"http://rosettacode.org/wiki/Euler%27s_sum_of_powers_conjecture",0,0.769747648803736,0.0651700793090598,0.165076144302226
0,0,0,1,0,0,6,1,0,0,0,0,25,16,8,0,1,29.28,0,3.5,"http://rosettacode.org//wiki/Euler_method",0.0297022452645299,0.75992001686373,0.103295442974344,0.10711881541245
2,0,0,2,0,0,4,0,0,0,0,0,7,7,0,0,0,24.7142857142857,0,2,"http://rosettacode.org//wiki/Evaluate_binomial_coefficients",0,0.99136016341237,0.00661887973930559,0.00190760911159041
0,0,0,0,1,0,1,0,0,0,0,1,3,3,0,0,0,15.3333333333333,0,1,"http://rosettacode.org//wiki/Even_or_odd",0,0.999883749689267,0,0
0,0,0,0,1,0,2,0,0,0,0,0,7,6,1,0,0,14.1428571428571,0,1,"http://rosettacode.org//wiki/Even_or_odd",0.00322003669761832,0.980992095931886,0.0156838670509784,0
0,0,0,0,0,0,1,0,0,0,0,0,10,8,2,0,0,24.3,0,0,"http://rosettacode.org//wiki/Events",0.0058924446500686,0.959561427721391,0.0344560186525907,0
0,0,0,0,1,0,2,0,0,0,0,0,10,8,2,0,0,32.4,0,0,"http://rosettacode.org//wiki/Events",0.0058924446500686,0.959561427721391,0.0344560186525907,0
8,0,2,13,1,0,11,0,14,1,0,2,200,163,44,8,1,35.415,8,2.5,"http://rosettacode.org//wiki/Evolutionary_algorithm",0.30459987184242,0,0.696694647692856,0
0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,20.3333333333333,0,0,"http://rosettacode.org//wiki/Exceptions",0,0.999883749689267,0,0
0,0,0,2,2,0,2,0,5,0,0,0,28,28,0,0,0,37.1071428571429,0,1,"http://rosettacode.org/wiki/Execute_HQ9%2B",0,0.908175556978947,0.0712239360417942,0.0205272545669357
0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,39.5,0,0,"http://rosettacode.org//wiki/Execute_a_system_command",0,0.999884401696705,0,0
0,0,0,1,0,0,0,0,0,0,0,0,10,8,2,0,0,27.1,0,0,"http://rosettacode.org//wiki/Execute_a_system_command",0.0058924446500686,0.959561427721391,0.0344560186525907,0
2,0,1,1,1,0,0,0,0,0,0,0,12,12,0,0,0,20.25,0,2,"http://rosettacode.org//wiki/Exponentiation_operator",0,0.971554304737747,0.022001036001802,0.00634085802952952
0,0,0,1,1,0,1,0,0,0,0,0,13,11,2,0,0,20.0769230769231,0,1,"http://rosettacode.org//wiki/Factorial",0.00395626650974973,0.950580310674367,0.0453748557128823,0
0,0,0,0,0,0,2,0,0,0,0,0,8,7,0,0,1,20.75,0,0,"http://rosettacode.org//wiki/Factorial",0,0.871348803717605,0,0.128599825205247
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,16,0,0,"http://rosettacode.org//wiki/Factorial",0,0.999885053704143,0,0
1,1,0,0,0,1,7,0,0,0,0,0,18,16,2,0,0,22.5555555555556,0,0,"http://rosettacode.org//wiki/Factorial",0.000729302942552642,0.935611782262668,0.0635729174800291,0
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,16,0,0,"http://rosettacode.org//wiki/Factorial",0,0.999885053704143,0,0
0,0,7,2,2,2,7,17,0,0,0,0,41,38,1,1,3,23.6341463414634,1,1.5,"http://rosettacode.org//wiki/Factors_of_a_Mersenne_number",0.0392964652300009,0.524037508684486,0,0.436828905445928
2,0,0,0,0,0,3,0,0,0,0,0,18,18,4,4,0,24.7777777777778,4,1,"http://rosettacode.org//wiki/Factors_of_an_integer",0.157367466592666,0.819727302132085,0.0108315445060987,0.0122387517589436
0,0,0,0,0,0,7,1,0,0,0,0,17,14,4,2,1,23.9411764705882,2,1.66666666666667,"http://rosettacode.org//wiki/Factors_of_an_integer",0.0912301671543367,0.770641687481469,0.0023705288594944,0.135865307725081
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,12,0,0,"http://rosettacode.org//wiki/Factors_of_an_integer",0,0.999885053704143,0,0
0,0,0,0,0,1,18,1,0,0,0,1,50,43,6,0,1,38.74,0,0,"http://rosettacode.org//wiki/Factors_of_an_integer",0.00586298496585858,0.685612403857654,0.170004403801324,0.138560855994292
5,0,0,10,1,1,9,1,0,1,0,0,55,43,11,0,1,27.9090909090909,0,1,"http://rosettacode.org//wiki/Fast_Fourier_transform",0.024496551503157,0.627439897614662,0.23417132658633,0.113984701033526
3,0,0,0,0,0,1,5,3,0,0,0,44,34,10,0,0,32.3181818181818,0,2,"http://rosettacode.org//wiki/Fast_Fourier_transform",0.0208177811352749,0.758179025214018,0.221029354999793,0
3,0,0,4,0,4,4,0,0,0,0,0,25,22,0,0,3,25,0,1.75,"http://rosettacode.org//wiki/Fibonacci_n-step_number_sequences",0,0.592818863560577,0,0.407267755232917
0,0,0,0,1,0,4,0,0,0,0,0,5,5,0,0,0,24.8,0,1,"http://rosettacode.org//wiki/Fibonacci_sequence",0,0.999282506882221,0.000466017234305766,0.0001343095444144
0,0,0,0,1,0,4,0,0,0,0,0,12,12,0,0,0,14.4166666666667,0,1,"http://rosettacode.org//wiki/Fibonacci_sequence",0,0.971554304737747,0.022001036001802,0.00634085802952952
2,0,1,0,0,0,1,0,0,0,0,0,8,8,0,0,0,32,0,0,"http://rosettacode.org//wiki/Fibonacci_sequence",0,0.987398991677446,0.00969531099180445,0.00279425889517811
0,1,0,0,0,0,3,0,0,0,0,0,15,14,0,0,1,22.2666666666667,0,0,"http://rosettacode.org//wiki/Fibonacci_sequence",0,0.857304058090813,0,0.142648379954762
0,0,0,1,1,0,2,0,0,0,0,0,17,17,0,0,0,20.1176470588235,0,1,"http://rosettacode.org//wiki/Fibonacci_sequence",0,0.951748446063121,0.0373831922643005,0.0107741069474692
4,0,0,17,0,0,26,0,0,2,0,0,96,89,8,1,0,24.9375,1,1,"http://rosettacode.org//wiki/Fibonacci_word",0.0163541315691415,0.581165285583317,0.369202133082403,0.0333786361866162
0,0,0,0,1,0,1,0,0,0,0,0,3,3,0,0,0,40.6666666666667,0,0,"http://rosettacode.org//wiki/File_modification_time",0,0.999883749689267,0,0
0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,52,0,0,"http://rosettacode.org//wiki/File_modification_time",0,0.999884401696705,0,0
0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,40.3333333333333,0,0,"http://rosettacode.org//wiki/File_size",0,0.999883749689267,0,0
0,0,0,1,0,2,0,0,1,0,0,0,16,14,1,1,2,23.75,1,1,"http://rosettacode.org//wiki/File_size",0.0362491711506331,0.699251816826518,0,0.264578185434554
0,0,1,0,1,0,1,1,0,0,0,0,4,4,0,0,0,21.5,0,0,"http://rosettacode.org//wiki/Filter",0,0.999883097681829,0,0
2,0,1,1,0,0,1,0,0,0,0,0,5,5,0,0,0,28.2,0,0,"http://rosettacode.org//wiki/Filter",0,0.999282506882221,0.000466017234305766,0.0001343095444144
0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,49,1,0,"http://rosettacode.org//wiki/Filter",0.0381253106711783,0.961826568393292,0,0
0,0,0,1,0,0,0,0,0,0,0,0,9,9,0,0,0,24.4444444444444,0,1,"http://rosettacode.org//wiki/Find_limit_of_recursion",0,0.983437819942522,0.0127717422443033,0.00368090867876581
1,0,3,1,0,0,0,6,0,0,0,0,10,10,0,0,0,45.7,0,1,"http://rosettacode.org//wiki/Find_the_last_Sunday_of_each_month",0,0.979476648207598,0.0158481734968022,0.00456755846235351
0,8,0,1,0,2,9,1,0,0,0,0,63,57,6,0,0,26.8730158730159,0,0,"http://rosettacode.org//wiki/Find_the_last_Sunday_of_each_month",0,0.736287821245322,0.250148119723496,0.013571946213107
6,0,2,1,0,0,10,2,4,0,0,0,22,22,2,2,0,46.3636363636364,2,0,"http://rosettacode.org//wiki/Find_the_missing_permutation",0.0722654994000454,0.871584741561252,0.0415987979412332,0.0145845030731234
0,0,0,1,0,3,4,1,0,0,0,0,38,31,7,0,0,30.2631578947368,0,0,"http://rosettacode.org//wiki/Find_the_missing_permutation",0.0108643791376065,0.813489912798488,0.17563173725524,0
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,8,0,0,"http://rosettacode.org//wiki/Find_the_missing_permutation",0,0.999885053704143,0,0
0,0,0,0,0,0,0,1,0,0,0,0,19,19,1,1,0,24.2105263157895,1,0,"http://rosettacode.org//wiki/Rosetta_Code/Find_unimplemented_tasks",0.0327489294488741,0.915583204887551,0.0398758080030653,0.0117552345454851
0,0,0,1,0,0,6,0,0,0,0,0,20,16,4,0,0,24.1,0,0,"http://rosettacode.org//wiki/First-class_functions",0.00865568970121096,0.904725268571037,0.0865587712695357,0
1,0,0,0,0,0,0,0,1,0,0,0,41,36,2,0,3,28.780487804878,0,1.25,"http://rosettacode.org//wiki/Five_weekends",0.00851666945351369,0.544276767185788,0.0196726991621597,0.427648172767944
0,0,1,2,0,0,2,0,1,0,0,0,50,46,4,0,0,28.08,0,0,"http://rosettacode.org//wiki/Five_weekends",0,0.798865295469764,0.186404816826262,0.0147081826195992
0,7,0,1,0,0,10,0,0,0,0,0,46,44,2,0,0,29.695652173913,0,0,"http://rosettacode.org//wiki/Five_weekends",0,0.825792224079881,0.150349395201524,0.0238242670783826
1,1,0,1,0,0,1,0,1,0,0,0,10,10,1,1,0,41.1,1,0,"http://rosettacode.org//wiki/Rosetta_Code/Fix_code_tags",0.0382108740101244,0.948108743388639,0.00908389802273965,0.00455137501297369
0,0,0,0,1,0,1,0,0,0,0,0,13,13,1,1,0,23.5384615384615,1,0,"http://rosettacode.org//wiki/FizzBuzz",0.0363902258230413,0.937266897221611,0.01934786801618,0.00695266152381045
0,0,2,1,0,0,1,1,0,0,0,0,7,7,0,0,0,25,0,0,"http://rosettacode.org//wiki/FizzBuzz",0,0.99136016341237,0.00661887973930559,0.00190760911159041
1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,100,0,0,"http://rosettacode.org//wiki/FizzBuzz",0,0.999885053704143,0,0
0,0,0,0,0,0,2,3,0,0,0,0,11,11,0,0,0,19.8181818181818,0,0,"http://rosettacode.org//wiki/FizzBuzz",0,0.975515476472674,0.018924604749301,0.0054542082459412
0,0,0,0,1,0,0,0,0,0,0,0,5,5,0,0,0,30.6,0,1,"http://rosettacode.org//wiki/Flatten_a_list",0,0.999282506882221,0.000466017234305766,0.0001343095444144
0,0,0,0,0,1,2,0,0,0,0,0,28,26,2,0,0,20.1785714285714,0,0,"http://rosettacode.org//wiki/Flatten_a_list",0,0.897093315308532,0.0949736326565324,0.00786457097380036
0,0,0,0,1,0,1,0,0,0,0,0,4,3,1,0,0,34.25,0,1,"http://rosettacode.org//wiki/Flatten_a_list",0.0051562148379363,0.989973212978905,0.0047650299906918,0
0,0,0,0,0,0,1,0,0,0,0,0,24,23,1,0,0,18.7916666666667,0,0,"http://rosettacode.org//wiki/Flatten_a_list",0,0.918479123083439,0.0707930593391658,0.0106493136360166
2,0,11,11,1,0,7,0,2,1,0,2,99,89,5,0,5,29.2828282828283,0,1.5,"http://rosettacode.org//wiki/Flipping_bits_game",0.000844383351716686,0.104662698433133,0.164454086290848,0.730354602813267
0,0,0,0,0,4,8,4,0,0,0,0,69,53,17,1,0,29.2898550724638,1,1.4,"http://rosettacode.org/wiki/Floyd%27s_triangle",0.0736511070558533,0.575814097325898,0.350715288182425,0
2,0,1,0,0,0,0,1,0,0,0,0,18,18,0,0,0,25.5,0,0,"http://rosettacode.org//wiki/Floyd-Warshall_algorithm",0,0.947787274328197,0.0404596235167993,0.0116607567310569
1,0,0,0,0,0,2,0,0,0,0,0,7,7,0,0,0,18.2857142857143,0,0,"http://rosettacode.org//wiki/Loops/For",0,0.99136016341237,0.00661887973930559,0.00190760911159041
0,0,0,0,0,0,1,0,0,0,0,0,12,12,0,0,0,15.6666666666667,0,0,"http://rosettacode.org//wiki/Loops/For",0,0.971554304737747,0.022001036001802,0.00634085802952952
0,0,0,0,0,0,2,0,0,0,0,0,7,7,0,0,0,18.4285714285714,0,0,"http://rosettacode.org//wiki/Loops/For",0,0.99136016341237,0.00661887973930559,0.00190760911159041
