"curly","dot.location","eqeqeq","vars.on.top","no.unused.vars","no.use.before.define","id.length","semi","max.len","max.statements","max.statements.per.line","no.bitwise","LOC","SLOC","comment","mixLOC","emptyLine","codePerLine","mixLOC.1","paremeter","Url","X1","X2","X3","X4","X5","X6"
0,0,0,0,0,0,3,0,0,0,0,0,10,10,0,0,0,19.4,0,1,"http://rosettacode.org//wiki/Loops/Continue",0,0.0741813537832726,0,0.925650100746671,0,0
0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,13.5,0,0,"http://rosettacode.org//wiki/Loops/Continue",0,0.00824237264258803,0,0.991644372099074,0,0
0,0,0,0,0,0,0,4,0,0,0,0,5,4,4,3,0,32.6,3,0,"http://rosettacode.org//wiki/Non-decimal_radices/Convert",0,0,0.00532070271223461,0.869270798864282,0.125381252715244,0
4,0,1,1,0,0,3,0,6,0,0,0,19,19,2,2,0,62.2105263157895,2,3,"http://rosettacode.org//wiki/Non-decimal_radices/Convert",0,0.124064834413071,0,0.796364405283018,0.0794155515335539,0
3,0,2,1,1,0,3,0,8,1,0,0,30,29,5,4,0,51.6,4,3,"http://rosettacode.org//wiki/Non-decimal_radices/Convert",0,0.181399655314325,0,0.652419808759977,0.166036376903883,0
2,0,2,14,0,0,11,5,1,1,1,0,90,90,0,0,0,29.7777777777778,0,0,"http://rosettacode.org/wiki/Conway%27s_Game_of_Life",0,0.733571165190113,0,0.265707387222652,0,0
4,0,2,16,2,3,17,9,3,2,1,0,123,115,6,0,2,32.1219512195122,0,1.33333333333333,"http://rosettacode.org/wiki/Conway%27s_Game_of_Life",0.0556440147581963,0.612272809928865,0.099059010711718,0,0,0.232314871509197
0,0,0,0,0,0,0,0,1,0,0,0,5,5,2,2,0,40.6,2,0,"http://rosettacode.org//wiki/Copy_a_string",0,0.00839837670683959,0,0.91134654747854,0.0801975192367698,0
0,0,0,0,1,0,2,1,0,0,0,0,3,3,2,2,0,47.6666666666667,2,0,"http://rosettacode.org//wiki/Copy_a_string",0,0,0,0.920008856624254,0.0799412031045128,0
3,0,2,0,0,1,1,0,0,0,0,0,14,13,0,0,1,21.4285714285714,0,1,"http://rosettacode.org//wiki/Count_in_factors",0,0,0,0.883974735053133,0,0.115983064772932
0,0,0,1,0,0,1,0,1,0,0,0,3,3,2,2,0,55.3333333333333,2,0,"http://rosettacode.org//wiki/Count_in_octal",0,0,0,0.920008856624254,0.0799412031045128,0
0,0,0,0,1,0,0,0,0,0,0,0,4,4,0,0,0,33,0,2,"http://rosettacode.org//wiki/Count_occurrences_of_a_substring",0,0.0247271179277563,0,0.975145804260976,0,0
0,0,0,2,1,0,4,0,0,0,0,0,15,13,2,0,0,30,0,2,"http://rosettacode.org//wiki/Count_the_coins",0,0.0879362736251853,0.0561386504678913,0.85565471786392,0,0
0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,18.5,0,0,"http://rosettacode.org//wiki/Count_the_coins",0,0.00824237264258803,0,0.991644372099074,0,0
0,0,0,1,1,0,5,0,0,0,0,0,22,19,2,0,1,22.1818181818182,0,2,"http://rosettacode.org//wiki/Count_the_coins",0,0.0372251631591936,0.0523520971262395,0.793766922073195,0,0.116498069855652
0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,18.5,0,0,"http://rosettacode.org//wiki/Count_the_coins",0,0.00824237264258803,0,0.991644372099074,0,0
3,0,0,2,0,4,4,4,1,0,0,0,8,8,1,1,0,36.375,1,0,"http://rosettacode.org//wiki/Count_the_coins",0,0.0455086375342141,0,0.914555050964221,0.0398194854386649,0
0,0,0,0,1,0,2,1,0,0,0,0,15,15,0,0,0,20.6666666666667,0,0,"http://rosettacode.org//wiki/Sorting_algorithms/Counting_sort",0,0.115393216996208,0,0.884403681151413,0,0
0,0,0,0,0,0,1,0,0,0,0,0,9,8,1,0,0,23.4444444444444,0,0,"http://rosettacode.org//wiki/Sorting_algorithms/Counting_sort",0,0.0522732293216397,0.0278252441449546,0.919706585315447,0,0
0,0,0,1,0,0,1,0,0,0,0,0,13,9,4,0,0,24.9230769230769,0,0,"http://rosettacode.org//wiki/Create_a_two-dimensional_array_at_runtime",0,0.0429910671056492,0.116182598359636,0.8404974057189,0,0
0,0,0,2,0,0,9,0,0,0,0,0,60,57,4,1,0,31.15,1,0,"http://rosettacode.org//wiki/Create_an_HTML_table",0,0.436469012374849,0.0676127343697851,0.453479755049654,0.0418855942858383,0
0,0,0,2,0,0,0,0,0,0,0,0,18,14,5,1,0,31.8333333333333,1,0,"http://rosettacode.org//wiki/Associative_array/Creation",9.31280981595555e-16,0.0734876162442267,0.107642032964281,0.77667276562569,0.0418855942858383,0
2,0,1,9,1,2,7,0,0,1,0,0,50,46,3,0,1,30.82,0,4,"http://rosettacode.org//wiki/Bitmap/B%C3%A9zier_curves/Cubic",0,0.255600242661733,0.0752957194913779,0.552227818859035,0,0.116498069855653
0,0,0,0,0,0,2,0,0,0,0,0,9,9,0,0,0,15.8888888888889,0,1,"http://rosettacode.org//wiki/Currying",0,0.0659389811406856,0,0.933899384665723,0,0
0,0,0,1,1,0,0,0,0,0,0,0,6,6,0,0,0,48.5,0,0,"http://rosettacode.org//wiki/XML/DOM_serialization",0,0.041211863212936,0,0.958647236422867,0,0
0,0,0,0,0,0,0,0,3,0,0,0,7,7,0,0,0,68.8571428571429,0,0,"http://rosettacode.org//wiki/Date_format",0,0.0494542358555174,0,0.950397952503821,0,0
0,0,0,2,0,0,0,1,1,1,0,0,38,32,7,1,0,38.7105263157895,1,1,"http://rosettacode.org//wiki/Date_manipulation",0,0.211254444923686,0.162316196898228,0.584028217718036,0.0418855942858384,0
1,0,0,2,0,0,0,2,0,0,0,0,5,5,0,0,0,27.2,0,0,"http://rosettacode.org//wiki/Day_of_the_week",0,0.0329694905703491,0,0.966896520341919,0,0
0,3,0,0,0,0,4,0,0,0,0,0,17,15,2,0,0,25.2352941176471,0,0,"http://rosettacode.org//wiki/Day_of_the_week",0,0.104546458643273,0.0556504882899098,0.839519514612775,0,0
0,0,0,7,1,0,4,3,1,1,0,3,79,60,19,0,0,26.6708860759494,0,1,"http://rosettacode.org//wiki/Deal_cards_for_FreeCell",0,0.378614511441759,0.546741639339463,0.0733418329597661,0,0
0,0,0,2,0,0,1,0,0,0,0,0,28,22,6,0,0,32.1071428571429,0,0,"http://rosettacode.org//wiki/Death_Star",0,0.139232433239874,0.172077167738536,0.688190865939125,4.68010698585569e-18,0
0,0,0,7,0,0,2,12,0,0,0,0,36,36,0,0,0,23.75,0,0,"http://rosettacode.org//wiki/Roman_numerals/Decode",0,0.2884830424905,0,0.71116871885136,0,0
0,0,0,0,0,3,3,2,0,0,0,0,57,51,6,0,0,26.1754385964912,0,0,"http://rosettacode.org//wiki/Roman_numerals/Decode",0,0.380080116002181,0.164998816157802,0.454230418797476,0,0
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,18,0,0,"http://rosettacode.org//wiki/Roman_numerals/Decode",0,1.06891933418362e-15,0,0.999893656018125,0,0
0,0,0,1,0,2,9,0,0,0,0,0,27,27,0,0,0,26.037037037037,0,0,"http://rosettacode.org//wiki/Roman_numerals/Decode",0,0.214301688707229,0,0.785412274122815,0,0
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,18,0,0,"http://rosettacode.org//wiki/Roman_numerals/Decode",0,1.06891933418362e-15,0,0.999893656018125,0,0
0,0,0,1,2,1,1,0,0,0,0,0,10,10,0,0,0,20,0,0,"http://rosettacode.org//wiki/Deepcopy",0,0.0741813537832726,0,0.925650100746671,0,0
0,0,0,1,1,0,1,0,0,0,0,0,11,11,0,0,0,16.9090909090909,0,0,"http://rosettacode.org//wiki/Deepcopy",0,0.0824237264258596,0,0.91740081682762,0,0
2,0,0,3,2,0,5,2,0,0,0,0,24,24,8,8,0,24.0416666666667,8,1,"http://rosettacode.org//wiki/Define_a_primitive_data_type",0,0.0914267356804596,0,0.588214150762033,0.320399093095471,0
0,0,0,1,0,0,1,0,0,0,0,0,5,5,3,3,0,20.4,3,0,"http://rosettacode.org//wiki/Queue/Definition",0,0,0,0.879747569272692,0.120230157557183,0
0,0,1,0,1,0,0,6,0,0,0,0,14,14,0,0,0,22,0,0,"http://rosettacode.org//wiki/Queue/Definition",0,0.107150844353609,0,0.892652965070476,0,0
1,0,1,0,1,0,3,2,0,0,0,0,23,21,0,0,2,25.7826086956522,0,0,"http://rosettacode.org//wiki/Delegates",0,0,0,0.774925045397375,0,0.22509524152889
0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,34,0,0,"http://rosettacode.org//wiki/Delete_a_file",0,0.0329694905703491,0,0.966896520341919,0,0
0,0,0,0,0,0,1,0,0,0,0,0,10,10,0,0,0,22.4,0,0,"http://rosettacode.org//wiki/Delete_a_file",0,0.0741813537832726,0,0.925650100746671,0,0
8,0,2,12,0,0,10,0,0,0,0,0,35,34,2,1,0,28.8571428571429,1,1,"http://rosettacode.org//wiki/Anagrams/Deranged_anagrams",0,0.257176721150172,0.0141589758807929,0.686462311085173,0.0418855942858384,0
1,0,0,0,0,0,0,0,2,0,0,0,6,6,2,2,0,54.6666666666667,2,2,"http://rosettacode.org//wiki/Detect_division_by_zero",0,0.0166602665430006,0,0.903133537321715,0.0801416644008258,0
0,0,0,1,0,0,1,0,1,0,0,0,9,6,4,1,0,42.7777777777778,1,1,"http://rosettacode.org//wiki/Determine_if_a_string_is_numeric",0,0.0129092944135547,0.0800608699083171,0.864927437953931,0.0418855942858384,0
1,0,0,2,1,0,2,0,0,0,0,1,17,15,2,0,0,21.5882352941176,0,2,"http://rosettacode.org//wiki/Digital_root",0,0.104546458643273,0.0556504882899098,0.839519514612775,0,0
6,0,4,4,0,0,4,0,0,1,0,1,65,58,5,0,2,35.0769230769231,0,2.5,"http://rosettacode.org//wiki/Discordian_date",0,0.242994850766658,0.129112303151562,0.394506694667547,0,0.232996139711305
0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,55.5,0,0,"http://rosettacode.org//wiki/Discordian_date",0,0.00824237264258803,0,0.991644372099074,0,0
0,0,0,7,0,0,3,0,1,0,0,0,25,25,4,4,0,36.92,4,0,"http://rosettacode.org//wiki/Greyscale_bars/Display",0,0.148986990792232,0,0.691391276429783,0.159501361098436,0
0,0,0,0,0,0,1,5,0,0,0,0,6,6,1,1,0,26.6666666666667,1,0,"http://rosettacode.org//wiki/Distributed_programming",0,0.0289848578618977,0,0.930981071277864,0.0399311951105529,0
0,0,0,0,0,0,0,7,0,0,0,0,9,9,0,0,0,24.3333333333333,0,0,"http://rosettacode.org//wiki/Distributed_programming",0,0.0659389811406856,0,0.933899384665723,0,0
0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,12.75,0,0,"http://rosettacode.org//wiki/Loops/Do-while",0,0.0247271179277563,0,0.975145804260976,0,0
0,0,0,0,0,0,3,0,0,0,0,0,17,17,4,4,0,25,4,3,"http://rosettacode.org//wiki/Loops/Do-while",0,0.0828918721029493,0,0.757095357684374,0.159948199785988,0
0,0,0,0,0,0,0,6,0,0,0,0,6,6,0,0,0,1,0,0,"http://rosettacode.org//wiki/Loops/Do-while",0,0.041211863212936,0,0.958647236422867,0,0
0,0,0,0,0,0,5,1,0,0,0,0,26,25,0,0,1,19.3846153846154,0,2,"http://rosettacode.org//wiki/Loops/Do-while",0,0.0967606274613839,0,0.786712551997089,0,0.116403574537887
0,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,1,0,0,"http://rosettacode.org//wiki/Loops/Do-while",0,0.0329694905703491,0,0.966896520341919,0,0
2,0,1,2,0,0,1,0,0,0,0,0,10,10,2,2,0,37.4,2,2,"http://rosettacode.org//wiki/Dot_product",0,0.0497078258876333,0,0.870281496694428,0.0799182450570498,0
1,0,1,0,0,0,7,0,0,0,0,0,14,13,2,2,1,26.9285714285714,2,2,"http://rosettacode.org//wiki/Dot_product",0,0,0,0.811071656754039,0.0779854482552439,0.110953396454483
0,0,0,0,0,3,7,1,0,0,0,0,26,22,3,0,1,23.1538461538462,0,0,"http://rosettacode.org//wiki/Dot_product",0,0.0562780224446521,0.0811536656271573,0.745850257872814,0,0.116498069855653
1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,39,0,0,"http://rosettacode.org//wiki/Loops/Downward_for",0,1.06891933418362e-15,0,0.999893656018125,0,0
1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,38,0,0,"http://rosettacode.org//wiki/Loops/Downward_for",0,1.06891933418362e-15,0,0.999893656018125,0,0
1,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,19,0,0,"http://rosettacode.org//wiki/Loops/Downward_for",0,0.00824237264258803,0,0.991644372099074,0,0
0,0,0,0,0,0,5,0,0,0,0,0,12,12,0,0,0,18,0,2,"http://rosettacode.org//wiki/Loops/Downward_for",0,0.0906660990684409,0,0.909151532908574,0,0
0,0,0,0,0,0,1,0,0,0,0,0,7,7,0,0,0,16,0,0,"http://rosettacode.org//wiki/Loops/Downward_for",0,0.0494542358555174,0,0.950397952503821,0,0
0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,17,0,0,"http://rosettacode.org//wiki/Loops/Downward_for",0,0.0164847452851751,0,0.983395088180022,0,0
0,0,0,4,1,0,8,0,1,0,0,0,78,49,32,3,0,37.1153846153846,3,0,"http://rosettacode.org//wiki/Dragon_curve",0.0914343661769151,0.0340035758978821,0.750670737817531,0,0.122542585318594,0
1,0,1,3,1,3,15,0,2,2,0,0,47,44,0,0,3,28.8510638297872,0,2,"http://rosettacode.org//wiki/Draw_a_clock",0,0.0511820886824915,0,0.599568906801326,0,0.34929249256519
2,0,0,0,4,0,11,0,2,1,0,2,44,41,3,3,3,33.6818181818182,3,2,"http://rosettacode.org//wiki/Draw_a_sphere",0,0,0,0.537171832623876,0.115599864649717,0.347393963935665
0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,33.6666666666667,1,0,"http://rosettacode.org//wiki/Dynamic_variable_names",0,0.00419918835342036,0,0.955620101748333,0.0400987596183849,0
0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,25.3333333333333,0,0,"http://rosettacode.org//wiki/Dynamic_variable_names",0,0.0164847452851751,0,0.983395088180022,0,0
0,0,1,3,0,0,1,0,1,0,0,0,17,17,0,0,0,30.4705882352941,0,0,"http://rosettacode.org//wiki/Echo_server",0,0.13187796228137,0,0.867905113313321,0,0
4,0,2,3,1,0,1,2,0,0,0,0,28,27,1,0,0,27.3214285714286,0,1.5,"http://rosettacode.org//wiki/Singly-linked_list/Element_definition",0,0.210069986993499,0.0231877034541287,0.766422154429536,0,0
2,0,2,1,0,0,0,2,1,0,0,0,11,11,0,0,0,42.1818181818182,0,0,"http://rosettacode.org//wiki/Singly-linked_list/Element_insertion",0,0.0824237264258596,0,0.91740081682762,0,0
0,0,0,0,1,0,2,0,0,0,0,0,2,2,0,0,0,16,0,0,"http://rosettacode.org//wiki/Empty_string",0,0.00824237264258803,0,0.991644372099074,0,0
0,0,2,0,0,0,2,5,0,0,0,0,5,5,0,0,0,9,0,0,"http://rosettacode.org//wiki/Empty_string",0,0.0329694905703491,0,0.966896520341919,0,0
0,0,0,1,0,0,1,1,0,0,0,0,17,17,1,1,0,29.1764705882353,1,0,"http://rosettacode.org//wiki/Roman_numerals/Encode",0,0.119865646059652,0,0.840637959552811,0.039316791915169,0
1,5,0,1,0,2,7,0,0,0,0,0,56,52,4,0,0,28.2321428571429,0,0,"http://rosettacode.org//wiki/Roman_numerals/Encode",0,0.400110044994589,0.10568711153303,0.493590535819211,1.97034492345179e-21,0
2,0,0,0,0,0,9,0,1,0,0,0,33,30,3,0,0,29.3030303030303,0,1,"http://rosettacode.org//wiki/Entropy",0,0.223260428037271,0.0815230837229372,0.694791630905504,2.50470746914204e-18,0
0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,14,0,0,"http://rosettacode.org//wiki/Enumerations",0,0.041211863212936,0,0.958647236422867,0,0
0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,46.3333333333333,0,0,"http://rosettacode.org//wiki/Environment_variables",0,0.0164847452851751,0,0.983395088180022,0,0
3,0,0,0,0,0,7,5,0,0,0,0,22,21,7,6,0,23.9090909090909,6,1,"http://rosettacode.org//wiki/Equilibrium_index",0,0.0906553539872365,0,0.662428822102281,0.246904154171981,0
2,0,0,0,0,0,3,1,0,0,0,2,11,11,4,4,0,31.8181818181818,4,2,"http://rosettacode.org//wiki/Ethiopian_multiplication",0,0.0333205330859888,0,0.806373418625316,0.160283328801652,0
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,24,0,0,"http://rosettacode.org//wiki/Ethiopian_multiplication",0,1.06891933418362e-15,0,0.999893656018125,0,0
0,0,1,7,0,0,0,0,2,1,0,0,29,29,0,0,0,36.551724137931,0,0,"http://rosettacode.org/wiki/Euler%27s_sum_of_powers_conjecture",0,0.230786433992403,0,0.768913706284711,0,0
5,0,0,7,0,1,9,9,1,0,0,0,25,24,0,0,1,27.12,0,1,"http://rosettacode.org/wiki/Euler%27s_sum_of_powers_conjecture",0,0.0885158069889117,0,0.794961467957308,0,0.116406394156905
8,0,1,6,0,1,11,9,1,0,0,0,25,24,2,2,1,34.52,2,1,"http://rosettacode.org/wiki/Euler%27s_sum_of_powers_conjecture",0,0.0646762286502316,0,0.740648604139256,0.078309199078349,0.116323797905785
6,0,0,6,0,1,8,9,1,0,0,0,22,21,0,0,1,31.1363636363636,0,1,"http://rosettacode.org/wiki/Euler%27s_sum_of_powers_conjecture",0,0.063781345571501,0,0.819708215837958,0,0.11641485301396
5,0,0,9,0,1,9,16,1,0,0,0,38,37,0,0,1,24.1315789473684,0,1,"http://rosettacode.org/wiki/Euler%27s_sum_of_powers_conjecture",0,0.195698473131032,0,0.687725560474482,0,0.116369739109668
0,0,0,1,0,0,6,1,0,0,0,0,25,16,8,0,1,29.28,0,3.5,"http://rosettacode.org//wiki/Euler_method",0,0,0.228003240194649,0.659716479376056,0,0.111870724430801
2,0,0,2,0,0,4,0,0,0,0,0,7,7,0,0,0,24.7142857142857,0,2,"http://rosettacode.org//wiki/Evaluate_binomial_coefficients",0,0.0494542358555174,0,0.950397952503821,0,0
0,0,0,0,1,0,1,0,0,0,0,1,3,3,0,0,0,15.3333333333333,0,1,"http://rosettacode.org//wiki/Even_or_odd",0,0.0164847452851751,0,0.983395088180022,0,0
0,0,0,0,1,0,2,0,0,0,0,0,7,6,1,0,0,14.1428571428571,0,1,"http://rosettacode.org//wiki/Even_or_odd",0,0.0356630443035468,0.0283134063229363,0.935841788566598,0,0
0,0,0,0,0,0,1,0,0,0,0,0,10,8,2,0,0,24.3,0,0,"http://rosettacode.org//wiki/Events",0,0.0464108110799588,0.0573590559128451,0.895992725991792,1.96659589124755e-18,0
0,0,0,0,1,0,2,0,0,0,0,0,10,8,2,0,0,32.4,0,0,"http://rosettacode.org//wiki/Events",0,0.0464108110799588,0.0573590559128451,0.895992725991792,1.96659589124755e-18,0
8,0,2,13,1,0,11,0,14,1,0,2,200,163,44,8,1,35.415,8,2.5,"http://rosettacode.org//wiki/Evolutionary_algorithm",0.607193338831573,0,0.0925542854307538,0,0.300050167172189,0
0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,20.3333333333333,0,0,"http://rosettacode.org//wiki/Exceptions",0,0.0164847452851751,0,0.983395088180022,0,0
0,0,0,2,2,0,2,0,5,0,0,0,28,28,0,0,0,37.1071428571429,0,1,"http://rosettacode.org/wiki/Execute_HQ9%2B",0,0.222544061349816,0,0.777162990203763,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,39.5,0,0,"http://rosettacode.org//wiki/Execute_a_system_command",0,0.00824237264258803,0,0.991644372099074,0,0
0,0,0,1,0,0,0,0,0,0,0,0,10,8,2,0,0,27.1,0,0,"http://rosettacode.org//wiki/Execute_a_system_command",0,0.0464108110799588,0.0573590559128451,0.895992725991792,1.96659589124755e-18,0
2,0,1,1,1,0,0,0,0,0,0,0,12,12,0,0,0,20.25,0,2,"http://rosettacode.org//wiki/Exponentiation_operator",0,0.0906660990684409,0,0.909151532908574,0,0
0,0,0,1,1,0,1,0,0,0,0,0,13,11,2,0,0,20.0769230769231,0,1,"http://rosettacode.org//wiki/Factorial",0,0.0713260886070981,0.0566268126458727,0.871789921115066,0,0
0,0,0,0,0,0,2,0,0,0,0,0,8,7,0,0,1,20.75,0,0,"http://rosettacode.org//wiki/Factorial",0,0,0,0.894278582016987,0,0.105676732747469
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,16,0,0,"http://rosettacode.org//wiki/Factorial",0,1.06891933418362e-15,0,0.999893656018125,0,0
1,1,0,0,0,1,7,0,0,0,0,0,18,16,2,0,0,22.5555555555556,0,0,"http://rosettacode.org//wiki/Factorial",0,0.112851551152319,0.0554064072009186,0.831451912987199,6.01232892017597e-19,0
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,16,0,0,"http://rosettacode.org//wiki/Factorial",0,1.06891933418362e-15,0,0.999893656018125,0,0
0,0,7,2,2,2,7,17,0,0,0,0,41,38,1,1,3,23.6341463414634,1,1.5,"http://rosettacode.org//wiki/Factors_of_a_Mersenne_number",0,0,0,0.617306794107444,0.0353369686004841,0.347466078258795
2,0,0,0,0,0,3,0,0,0,0,0,18,18,4,4,0,24.7777777777778,4,1,"http://rosettacode.org//wiki/Factors_of_an_integer",0,0.0911537619391103,0,0.748882347527549,0.159892344950044,0
0,0,0,0,0,0,7,1,0,0,0,0,17,14,4,2,1,23.9411764705882,2,1.66666666666667,"http://rosettacode.org//wiki/Factors_of_an_integer",0,0,0.0369960201582765,0.768781326870786,0.0829896828027709,0.111186878624117
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,12,0,0,"http://rosettacode.org//wiki/Factors_of_an_integer",0,1.06891933418362e-15,0,0.999893656018125,0,0
0,0,0,0,0,1,18,1,0,0,0,1,50,43,6,0,1,38.74,0,0,"http://rosettacode.org//wiki/Factors_of_an_integer",0,0.213097710409562,0.164629398062022,0.505289045764785,0,0.116498069855652
5,0,0,10,1,1,9,1,0,1,0,0,55,43,11,0,1,27.9090909090909,0,1,"http://rosettacode.org//wiki/Fast_Fourier_transform",0,0.183785619201163,0.312298456901475,0.386719749146503,0,0.116498069855653
3,0,0,0,0,0,1,5,3,0,0,0,44,34,10,0,0,32.3181818181818,0,2,"http://rosettacode.org//wiki/Fast_Fourier_transform",0,0.215443870381697,0.287283441742209,0.496524209137609,6.44840156765986e-21,0
3,0,0,4,0,4,4,0,0,0,0,0,25,22,0,0,3,25,0,1.75,"http://rosettacode.org//wiki/Fibonacci_n-step_number_sequences",0,0,0,0.677896510532779,0,0.322183364255139
0,0,0,0,1,0,4,0,0,0,0,0,5,5,0,0,0,24.8,0,1,"http://rosettacode.org//wiki/Fibonacci_sequence",0,0.0329694905703491,0,0.966896520341919,0,0
0,0,0,0,1,0,4,0,0,0,0,0,12,12,0,0,0,14.4166666666667,0,1,"http://rosettacode.org//wiki/Fibonacci_sequence",0,0.0906660990684409,0,0.909151532908574,0,0
2,0,1,0,0,0,1,0,0,0,0,0,8,8,0,0,0,32,0,0,"http://rosettacode.org//wiki/Fibonacci_sequence",0,0.0576966084981043,0,0.942148668584769,0,0
0,1,0,0,0,0,3,0,0,0,0,0,15,14,0,0,1,22.2666666666667,0,0,"http://rosettacode.org//wiki/Fibonacci_sequence",0,0.00606760226420744,0,0.877450627559478,0,0.116434590347088
0,0,0,1,1,0,2,0,0,0,0,0,17,17,0,0,0,20.1176470588235,0,1,"http://rosettacode.org//wiki/Fibonacci_sequence",0,0.13187796228137,0,0.867905113313321,0,0
4,0,0,17,0,0,26,0,0,2,0,0,96,89,8,1,0,24.9375,1,1,"http://rosettacode.org//wiki/Fibonacci_word",4.07531583770089e-16,0.678782299697565,0.177937386593641,0.100461065736663,0.0418855942858383,0
0,0,0,0,1,0,1,0,0,0,0,0,3,3,0,0,0,40.6666666666667,0,0,"http://rosettacode.org//wiki/File_modification_time",0,0.0164847452851751,0,0.983395088180022,0,0
0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,52,0,0,"http://rosettacode.org//wiki/File_modification_time",0,0.00824237264258803,0,0.991644372099074,0,0
0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,40.3333333333333,0,0,"http://rosettacode.org//wiki/File_size",0,0.0164847452851751,0,0.983395088180022,0,0
0,0,0,1,0,2,0,0,1,0,0,0,16,14,1,1,2,23.75,1,1,"http://rosettacode.org//wiki/File_size",0,0,0,0.755037833936212,0.034018185880649,0.210983620856145
0,0,1,0,1,0,1,1,0,0,0,0,4,4,0,0,0,21.5,0,0,"http://rosettacode.org//wiki/Filter",0,0.0247271179277563,0,0.975145804260976,0,0
2,0,1,1,0,0,1,0,0,0,0,0,5,5,0,0,0,28.2,0,0,"http://rosettacode.org//wiki/Filter",0,0.0329694905703491,0,0.966896520341919,0,0
0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,49,1,0,"http://rosettacode.org//wiki/Filter",0,0,0,0.960270143975815,0.0396522486518429,0
0,0,0,1,0,0,0,0,0,0,0,0,9,9,0,0,0,24.4444444444444,0,1,"http://rosettacode.org//wiki/Find_limit_of_recursion",0,0.0659389811406856,0,0.933899384665723,0,0
1,0,3,1,0,0,0,6,0,0,0,0,10,10,0,0,0,45.7,0,1,"http://rosettacode.org//wiki/Find_the_last_Sunday_of_each_month",0,0.0741813537832726,0,0.925650100746671,0,0
0,8,0,1,0,2,9,1,0,0,0,0,63,57,6,0,0,26.8730158730159,0,0,"http://rosettacode.org//wiki/Find_the_last_Sunday_of_each_month",0,0.429910671056454,0.163534329623857,0.405824809044028,0,0
6,0,2,1,0,0,10,2,4,0,0,0,22,22,2,2,0,46.3636363636364,2,0,"http://rosettacode.org//wiki/Find_the_missing_permutation",0,0.148850503921549,0,0.77172537481255,0.0792479870257219,0
0,0,0,1,0,3,4,1,0,0,0,0,38,31,7,0,0,30.2631578947368,0,0,"http://rosettacode.org//wiki/Find_the_missing_permutation",0,0.208115847579606,0.199414249705509,0.591868591985297,0,0
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,8,0,0,"http://rosettacode.org//wiki/Find_the_missing_permutation",0,1.06891933418362e-15,0,0.999893656018125,0,0
0,0,0,0,0,0,0,1,0,0,0,0,19,19,1,1,0,24.2105263157895,1,0,"http://rosettacode.org//wiki/Rosetta_Code/Find_unimplemented_tasks",0,0.136389425731968,0,0.824211939239167,0.0392050822432809,0
0,0,0,1,0,0,6,0,0,0,0,0,20,16,4,0,0,24.1,0,0,"http://rosettacode.org//wiki/First-class_functions",0,0.101126714668963,0.1144740307367,0.784024194339883,1.34615732524595e-18,0
1,0,0,0,0,0,0,0,1,0,0,0,41,36,2,0,3,28.780487804878,0,1.25,"http://rosettacode.org//wiki/Five_weekends",0,0,0.0412938960166451,0.613818054042481,0,0.344905929292358
0,0,1,2,0,0,2,0,1,0,0,0,50,46,4,0,0,28.08,0,0,"http://rosettacode.org//wiki/Five_weekends",0,0.350279489940317,0.107151598066975,0.541996145572658,0,0
0,7,0,1,0,0,10,0,0,0,0,0,46,44,2,0,0,29.695652173913,0,0,"http://rosettacode.org//wiki/Five_weekends",0,0.345394141405585,0.0485721367091755,0.60555906747112,0,0
1,1,0,1,0,0,1,0,1,0,0,0,10,10,1,1,0,41.1,1,0,"http://rosettacode.org//wiki/Rosetta_Code/Fix_code_tags",0,0.0620324172065419,0,0.898129030650566,0.0397077757667769,0
