"no.cond.assign","no.constant.condition","no.empty","no.irregular.whitespace","complexity","curly","dot.location","eqeqeq","vars.on.top","no.undef","no.unused.vars","no.use.before.define","id.length","semi","max.depth","max.len","max.params","max.statements","max.statements.per.line","no.bitwise","LOC","SLOC","comment","mixLOC","emptyLine","mixLOC.1","codePerLine","paremeter","Url","X1","X2","X3","X4","X5"
0,0,0,0,0,0,0,0,0,4,2,0,0,1,0,1,0,0,0,0,14,14,1,1,0,1,24.42857143,0,"http://rosettacode.org//wiki/Base64_encode_data",0,0.18561452688887,0,0.813522538746967,0
0,0,0,0,1,10,0,2,19,0,1,0,16,0,0,5,0,2,0,0,49,46,1,1,3,1,27.04081633,1,"http://rosettacode.org//wiki/Best_shuffle",0.615669994780828,0.161264494522061,0,0.215752658164423,0.00403169102188896
0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0,7,7,1,1,0,1,33.28571429,1,"http://rosettacode.org//wiki/Binary_digits",0.0200566662103258,0,0.00100539750032333,0.976550344500281,0.00172056039436451
0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,5,5,0,0,0,0,19.2,0,"http://rosettacode.org//wiki/Binary_digits",0.000126568082283637,0,0.00123250637890195,0.998050047458921,0
0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,1,1,0,0,13,13,0,0,0,0,25.76923077,4,"http://rosettacode.org//wiki/Binary_search",0,0.56665490268436,0,0.431939229305667,0
0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,15,15,0,0,0,0,22.46666667,2,"http://rosettacode.org//wiki/Binary_search",0,0.148761639489503,0,0.850144699471217,0.000277744789249014
0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,24,16,9,1,0,1,32.41666667,0,"http://rosettacode.org//wiki/Bitmap",0.00784260387700703,0,0,0.991361413547638,0.000175671626425619
0,0,0,0,0,0,0,0,0,7,1,0,2,0,0,0,0,1,0,7,9,9,3,3,0,3,34.77777778,2,"http://rosettacode.org//wiki/Bitwise_operations",0.078705881008508,0.0897847514364855,0,0.830467255442772,0
0,0,0,0,0,1,0,1,2,5,0,0,7,2,0,1,0,1,0,0,20,20,0,0,0,0,22.05,0,"http://rosettacode.org//wiki/Sorting_algorithms/Bogosort",0.137300538103056,0.0122035847382107,0.00708287258496523,0.841034243965952,0.00121938154741107
0,0,0,0,1,1,0,1,19,1,0,0,16,1,0,15,0,1,0,0,166,165,16,16,1,16,22.65662651,0,"http://rosettacode.org//wiki/Knapsack_problem/Bounded",0.414969881336845,0.231148347004591,0.0119149373069051,0.3254057440332,0.0139941939470721
0,0,0,0,0,0,0,0,1,10,0,0,5,0,0,4,0,2,0,0,39,38,0,0,1,0,33.20512821,2,"http://rosettacode.org//wiki/Box_the_compass",0.0996932578248893,0.108808561283604,0.00636336360039685,0.780905526056323,0.00307539470416917
0,0,0,0,3,3,0,0,4,1,0,6,22,2,0,18,1,1,0,0,133,113,20,0,0,0,35.06015038,0,"http://rosettacode.org//wiki/Brace_expansion",0.281108439361296,0.682294271258469,0.0341557954625238,0,0
0,0,0,0,0,1,0,1,1,2,0,0,1,0,0,0,0,0,0,0,8,8,0,0,0,0,18.625,0,"http://rosettacode.org//wiki/Loops/Break",0.0517218188485184,0,0,0.947484649191282,0
0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,9,9,0,0,0,0,26.66666667,0,"http://rosettacode.org//wiki/Loops/Break",0.0353378478486111,0.0136250624567389,0.000333305700918561,0.948887053712849,0.00106493465007798
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,25,0,"http://rosettacode.org//wiki/Loops/Break",0.0108593947626755,0,0,0.988509537682093,0
0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,15,15,0,0,0,0,24.46666667,0,"http://rosettacode.org//wiki/Sorting_algorithms/Bubble_sort",0.028942187190432,0.037722216166608,0.00247098946245239,0.924799025068126,0.00531535461692809
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,27.66666667,0,"http://rosettacode.org//wiki/Sorting_algorithms/Bubble_sort",0,0,0,0.999413599447251,0
0,0,0,0,0,0,6,0,0,1,0,0,0,1,0,3,0,0,0,0,20,20,0,0,0,0,39.8,0,"http://rosettacode.org//wiki/CSV_to_HTML_translation",0,0,0.183833601907293,0.815605722586826,0
0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,2,0,0,0,0,10,9,1,0,0,0,31.2,2,"http://rosettacode.org//wiki/Caesar_cipher",0.0278406814936815,0.0105901392738885,0.00352127052618468,0.956195534491501,0.0011354029181369
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,5,2,2,0,2,15.6,0,"http://rosettacode.org//wiki/Call_a_function",0.00395725558105957,0,0.000515358902940644,0.994923075597963,0
0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3,3,1,1,0,1,24.33333333,0,"http://rosettacode.org//wiki/Call_a_function",0,0.0812138324821106,0,0.9180778079244,0
0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,7,7,1,1,0,1,18.57142857,0,"http://rosettacode.org//wiki/Call_a_function",0.012109978810833,0,0.00409983041339278,0.983152063842054,0
0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,4,4,0,0,0,0,26.75,0,"http://rosettacode.org//wiki/Call_a_function",0.0174241829486731,0,0,0.981919263055481,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,6,1,1,0,1,22.66666667,0,"http://rosettacode.org//wiki/Call_a_function",0,0,0,0.999413012674469,0
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,5,0,"http://rosettacode.org//wiki/Call_an_object_method",0,0,0,0.999411981919485,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,4,0,0,0,0,36,0,"http://rosettacode.org//wiki/Case-sensitivity_of_identifiers",0,0,0.00020379584159625,0.999206176002828,0
0,0,0,0,1,7,0,3,6,7,0,7,12,20,0,5,1,2,0,0,41,37,0,0,4,0,32.63414634,4,"http://rosettacode.org//wiki/Casting_out_nines",0.453477645691542,0.481045357332032,0.0625350189821779,0,0
0,0,0,0,0,4,0,2,4,2,0,0,9,0,0,5,0,1,0,0,33,29,0,0,4,0,22.75757576,1,"http://rosettacode.org//wiki/Catalan_numbers",0.253716335153488,0.0106615121268945,0.00987668854071367,0.724119115904976,0
0,0,0,0,0,0,0,0,3,1,0,0,4,0,0,0,0,0,0,0,13,11,0,0,2,0,21.07692308,2,"http://rosettacode.org//wiki/Catamorphism",0.0348921420648596,0.0039919149810971,0.00399687654711954,0.953104175358891,0.00328683778328237
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,2,48.5,0,"http://rosettacode.org//wiki/Character_codes",0,0,0,0.999412568692266,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,41,0,"http://rosettacode.org//wiki/Character_codes",0,0,0,0.999413012674469,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,15,0,"http://rosettacode.org//wiki/Character_codes",0,0,0,0.999413012674469,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,3,0,0,0,0,23.33333333,0,"http://rosettacode.org//wiki/Character_codes",0,0,0.00165638493782993,0.997754339361626,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,11,0,"http://rosettacode.org//wiki/Character_codes",0,0,0,0.999413012674469,0
0,0,0,0,0,0,0,4,3,15,0,2,1,1,0,19,0,5,0,0,129,110,19,0,0,0,36.00775194,1,"http://rosettacode.org//wiki/Chat_server",0.3287289969638,0.348793762902194,0.0369024671348649,0.280487378927137,0.00264421624289876
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,34,0,"http://rosettacode.org//wiki/Check_that_file_exists",0,0,0,0.999413599447251,0
0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,6,0,0,0,0,23,21,7,6,1,6,34.82608696,2,"http://rosettacode.org//wiki/Classes",0.0486587013460716,0.0326973156334896,0.00592173066920036,0.911883938044292,0
0,0,0,0,1,0,0,0,4,0,1,0,4,0,1,0,0,1,0,0,26,25,0,0,1,0,27.61538462,1.5,"http://rosettacode.org//wiki/Closest-pair_problem",0.12612791762366,0.143805525870085,0,0.709403202711785,0.0194165130932748
0,0,0,0,2,5,0,0,20,2,0,0,30,4,0,8,0,2,0,0,120,116,6,2,0,2,32.18333333,0,"http://rosettacode.org//wiki/Closest-pair_problem",0.612890271431799,0.219377812651571,0.0204912831682831,0.128707058123475,0.0152006024319305
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,19,0,"http://rosettacode.org//wiki/Collections",0,0,0,0.999412568692266,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,5,5,3,3,0,3,40.6,0,"http://rosettacode.org//wiki/Collections",0,0,0,0.999408885067846,0
0,0,0,0,0,5,0,1,3,0,0,0,9,2,0,0,0,0,0,4,20,18,0,0,2,0,18.15,1.333333333,"http://rosettacode.org//wiki/Combinations",0.219799496847398,0,0.000415645930685912,0.778325182008286,0
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1,0,0,24,22,2,0,0,0,33.875,2,"http://rosettacode.org//wiki/Combinations",0.0194313184374034,0.0659978168638155,0.00810357639445842,0.904222632314087,0.00147505649834366
0,0,0,0,0,2,1,0,1,0,0,0,8,0,0,1,0,0,0,0,23,22,1,0,0,0,24.30434783,0,"http://rosettacode.org//wiki/Combinations",0.0729740418184365,0,0.0426424985511272,0.883504238982839,0
0,0,0,0,0,3,1,0,2,6,1,0,10,1,0,1,0,1,0,0,38,35,3,0,0,0,25.73684211,0,"http://rosettacode.org//wiki/Combinations",0.149327938259849,0.117407392793631,0.0308571167441686,0.701043054003044,0
0,0,0,0,0,1,0,1,1,2,0,0,4,0,0,2,1,1,0,0,20,19,0,0,1,0,28,3,"http://rosettacode.org//wiki/Combinations_with_repetitions",0,0.49601360809162,0,0.50266168087565,0
0,0,0,0,0,1,0,0,0,6,1,0,7,1,0,4,0,1,0,0,37,31,6,0,0,0,29.54054054,0,"http://rosettacode.org//wiki/Combinations_with_repetitions",0.0845763724532803,0.164926161824432,0.00074506387593619,0.748568170987997,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,11,0,0,0,0,15.36363636,0,"http://rosettacode.org//wiki/Combinations_with_repetitions",0,0,0,0.999413012674469,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,17,17,0,0,0,0,19,1,"http://rosettacode.org//wiki/Comma_quibbling",0,0,0.000382713300811069,0.999028247650867,0
0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,35.33333333,0,"http://rosettacode.org//wiki/Command-line_arguments",0.0293366112643324,0,0,0.969957825343006,0
0,0,0,0,0,1,0,0,1,3,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,33,0,"http://rosettacode.org//wiki/Command-line_arguments",0.0330816244628768,0,0,0.966198315350428,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,31,0,"http://rosettacode.org//wiki/Comments",0,0,0,0.999412568692266,0
0,0,0,0,0,0,0,0,1,8,0,0,6,0,0,0,0,0,0,0,29,28,8,8,1,8,23.24137931,1,"http://rosettacode.org//wiki/Compare_a_list_of_strings",0.0522684958371003,0,0.00287248995311902,0.944057500249917,0
0,0,0,0,1,0,0,0,2,0,0,0,27,8,0,6,0,2,0,0,42,41,1,0,0,0,29.38095238,2,"http://rosettacode.org//wiki/Arithmetic/Complex",0.261712170572457,0.191873657769313,0.0448396277995825,0.495480828263844,0.0041649308880556
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,27.5,0,"http://rosettacode.org//wiki/Concurrent_computing",0,0,0,0.999411537937282,0
0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,9,9,0,0,0,0,32.66666667,0,"http://rosettacode.org//wiki/Concurrent_computing",0.00820013717828124,0,0,0.990644914639445,0.000532926710140565
0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,13.85714286,0,"http://rosettacode.org//wiki/Conditional_structures",0.0498174156422149,0,0,0.949397976022269,0
0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,13.73333333,0,"http://rosettacode.org//wiki/Conditional_structures",0.00504700047384209,0,0,0.994344328325717,0
0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,46,0,"http://rosettacode.org//wiki/Conditional_structures",0,0.0759850768310576,0,0.923315827625445,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,25.44444444,2,"http://rosettacode.org//wiki/Conditional_structures",0,0.0749361316901366,0,0.924368231396987,0
0,0,0,0,0,1,0,0,5,1,0,0,6,0,0,0,0,0,0,0,35,32,3,0,0,0,23.77142857,0,"http://rosettacode.org//wiki/Constrained_random_points_on_a_circle",0.0857305140185378,0.00052995449642277,0.00483428142707164,0.904423423704162,0.00355711620840716
0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,10,10,0,0,0,0,16.8,0,"http://rosettacode.org//wiki/Loops/Continue",0.0271843585669618,0,0,0.972116989797792,0
0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,10,10,0,0,0,0,19.4,1,"http://rosettacode.org//wiki/Loops/Continue",0.00238667444738553,0,0.00474412773381621,0.992267288457233,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,13.5,0,"http://rosettacode.org//wiki/Loops/Continue",0,0,0.00018172960580446,0.999229715496687,0
0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,5,4,4,3,0,3,32.6,0,"http://rosettacode.org//wiki/Non-decimal_radices/Convert",0.0324042357428516,0,0,0.966881223085171,0
0,0,0,0,1,4,0,1,1,6,0,0,3,0,0,7,0,1,0,0,19,19,2,2,0,2,62.21052632,3,"http://rosettacode.org//wiki/Non-decimal_radices/Convert",0.263609196593571,0.0133157330734348,0,0.721410659393618,0
0,0,0,0,1,3,0,2,1,7,1,0,3,0,0,9,0,1,0,0,30,29,5,4,0,4,51.6,3,"http://rosettacode.org//wiki/Non-decimal_radices/Convert",0.261500962200809,0.135427978218904,0,0.601230871004135,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,5,2,2,0,2,40.6,0,"http://rosettacode.org//wiki/Copy_a_string",0,0,0.00277320535142583,0.996634819930485,0
0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,3,3,2,2,0,2,47.66666667,0,"http://rosettacode.org//wiki/Copy_a_string",0,0.0989744494818493,0,0.900287107716123,0
0,0,0,0,0,3,0,2,0,12,0,1,1,0,0,0,0,1,0,0,14,13,0,0,1,0,21.42857143,1,"http://rosettacode.org//wiki/Count_in_factors",0.17205200856126,0,0.00345468322376686,0.823220339647106,0
0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,3,3,2,2,0,2,55.33333333,0,"http://rosettacode.org//wiki/Count_in_octal",0.0154433338211662,0.00444297197505119,0.00287197992931647,0.976508396475417,7.21257158315063e-05
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,33,2,"http://rosettacode.org//wiki/Count_occurrences_of_a_substring",0,0.0749361316901366,0,0.924368231396987,0
0,0,0,0,1,0,0,0,2,0,1,0,4,0,0,0,0,1,0,0,15,13,2,0,0,0,30,2,"http://rosettacode.org//wiki/Count_the_coins",0.0742563218221618,0.176567286437046,0,0.743103359883091,0.00493427414206546
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,18.5,0,"http://rosettacode.org//wiki/Count_the_coins",0,0,0,0.999411981919485,0
0,0,0,0,1,0,0,0,1,0,1,0,5,0,0,0,0,2,0,0,22,19,2,0,1,0,22.18181818,2,"http://rosettacode.org//wiki/Count_the_coins",0.078900571754876,0.228155409535825,0,0.684990477788088,0.006719885446383
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,18.5,0,"http://rosettacode.org//wiki/Count_the_coins",0,0,0,0.999411981919485,0
0,0,0,0,0,3,0,0,2,1,0,4,4,4,0,1,0,0,0,0,8,8,1,1,0,1,36.375,0,"http://rosettacode.org//wiki/Count_the_coins",0.111174900243534,0.0716364315980417,0.073630111722011,0.742428646414599,0
0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,1,0,0,15,15,0,0,0,0,20.66666667,0,"http://rosettacode.org//wiki/Sorting_algorithms/Counting_sort",0.0568868610097478,0.157848336929031,0,0.781538005337122,0.002679733473795
0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,9,8,1,0,0,0,23.44444444,0,"http://rosettacode.org//wiki/Sorting_algorithms/Counting_sort",0,0,0,0.999409824992345,0
0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,0,0,0,0,13,9,4,0,0,0,24.92307692,0,"http://rosettacode.org//wiki/Create_a_two-dimensional_array_at_runtime",0.0197792037769546,0,0,0.979552125979206,0
0,0,0,0,0,0,0,0,2,0,0,0,9,0,0,3,0,0,0,0,60,57,4,1,0,1,31.15,0,"http://rosettacode.org//wiki/Create_an_HTML_table",0.050429796431364,0.0451881254998052,0.016241809693354,0.886861193969838,0.000413833298817703
0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,4,0,0,0,0,18,14,5,1,0,1,31.83333333,0,"http://rosettacode.org//wiki/Associative_array/Creation",0.0299070880534001,0.0199483822635288,0.00211070934189605,0.947196638890916,9.42942934564927e-05
0,0,0,0,0,2,0,1,9,11,1,2,7,0,0,3,2,2,0,0,50,46,3,0,1,0,30.82,4,"http://rosettacode.org//wiki/Bitmap/B%C3%A9zier_curves/Cubic",0,0.997157962428239,0,0,0.0010293316301167
0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,9,9,0,0,0,0,15.88888889,1,"http://rosettacode.org//wiki/Currying",0.0137133403707819,0,0,0.98564133925052,0
0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,2,0,0,0,0,6,6,0,0,0,0,48.5,0,"http://rosettacode.org//wiki/XML/DOM_serialization",0.00453795418133765,0.106193470101468,0,0.888500247106054,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,7,7,0,0,0,0,68.85714286,0,"http://rosettacode.org//wiki/Date_format",0.015130859123477,0.0105465183174941,0.00324838002788343,0.970404516045444,0
0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,7,0,1,0,0,38,32,7,1,0,1,38.71052632,1,"http://rosettacode.org//wiki/Date_manipulation",0.0605314260742613,0.0879772823271502,0.0062876462012329,0.843021281677324,0.00121380320328814
0,0,0,0,0,1,0,0,2,1,0,0,0,2,0,0,0,0,0,0,5,5,0,0,0,0,27.2,0,"http://rosettacode.org//wiki/Day_of_the_week",0.0434635725071919,0,0,0.955776324440286,0
0,0,0,0,0,0,0,0,7,3,1,0,4,3,0,6,0,2,0,3,79,60,19,0,0,0,26.67088608,1,"http://rosettacode.org//wiki/Deal_cards_for_FreeCell",0.159469750846509,0.235413341596803,0,0.598916744113416,0.00462231618066831
0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,2,0,0,0,0,28,22,6,0,0,0,32.10714286,0,"http://rosettacode.org//wiki/Death_Star",0.0245612009520643,0.00720299067189638,0.00193702476596292,0.964418141742224,0.0011824519562967
0,0,0,0,0,0,0,0,7,1,0,0,2,12,0,0,0,1,0,0,36,36,0,0,0,0,23.75,0,"http://rosettacode.org//wiki/Roman_numerals/Decode",0.161305906891768,0,0.0026823383958947,0.826146875341096,0.00865808206611294
0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,2,0,1,0,0,57,51,6,0,0,0,26.1754386,0,"http://rosettacode.org//wiki/Roman_numerals/Decode",0.0154185034990298,0.151727661215561,0.0602156352247044,0.770995121279478,0.000766676858305552
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,18,0,"http://rosettacode.org//wiki/Roman_numerals/Decode",0,0,0,0.999413012674469,0
0,0,0,0,0,0,0,0,1,0,0,2,9,0,0,2,0,0,0,0,27,27,0,0,0,0,26.03703704,0,"http://rosettacode.org//wiki/Roman_numerals/Decode",0.0246119275579477,0.102557299712474,0.0499642993225277,0.822022384340255,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,18,0,"http://rosettacode.org//wiki/Roman_numerals/Decode",0,0,0,0.999413012674469,0
0,0,0,0,0,0,0,0,1,2,2,1,1,0,0,0,0,0,0,0,10,10,0,0,0,0,20,0,"http://rosettacode.org//wiki/Deepcopy",0,0.225215457768412,0,0.773863691675397,0
0,0,0,0,0,0,0,0,1,5,1,0,1,0,0,0,0,0,0,0,11,11,0,0,0,0,16.90909091,0,"http://rosettacode.org//wiki/Deepcopy",0.00881014241614618,0.0877156596229603,0,0.902717680908117,0
0,0,0,0,0,2,0,0,3,6,2,0,5,2,0,0,0,0,0,0,24,24,8,8,0,8,24.04166667,1,"http://rosettacode.org//wiki/Define_a_primitive_data_type",0.0942424048537889,0.17094745869188,0,0.733590067505461,0
0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,5,5,3,3,0,3,20.4,0,"http://rosettacode.org//wiki/Queue/Definition",0.00422013475136624,0,0.000400958137233717,0.993965383962903,0.000807945172069307
0,0,0,0,0,0,0,1,0,0,1,0,0,6,0,0,0,1,0,0,14,14,0,0,0,0,22,0,"http://rosettacode.org//wiki/Queue/Definition",0.0566803365717322,0.0924832881739746,0,0.849591902400384,0.000288050336958546
0,0,0,0,0,1,0,1,0,3,1,0,3,2,0,1,0,1,0,0,23,21,0,0,2,0,25.7826087,0,"http://rosettacode.org//wiki/Delegates",0.0798209640174535,0.110557449283608,0,0.808542688349363,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,34,0,"http://rosettacode.org//wiki/Delete_a_file",0,0,0,0.999413599447251,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,10,10,0,0,0,0,22.4,0,"http://rosettacode.org//wiki/Delete_a_file",0,0,0.000382713300811069,0.999028247650867,0
0,0,0,0,0,8,0,2,12,3,0,0,10,0,2,3,0,0,0,0,35,34,2,1,0,1,28.85714286,1,"http://rosettacode.org//wiki/Anagrams/Deranged_anagrams",0.450371764099132,0,0,0.533329949991146,0.0139732974734273
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,6,6,2,2,0,2,54.66666667,2,"http://rosettacode.org//wiki/Detect_division_by_zero",0.0229959054479474,0,0.000627885898804901,0.975694306889576,0
0,0,0,0,0,1,0,0,2,0,1,0,2,0,0,0,0,1,0,1,17,15,2,0,0,0,21.58823529,2,"http://rosettacode.org//wiki/Digital_root",0.0435658318677509,0.138293783830703,0,0.81645580091038,0.000711405417539002
0,0,0,0,1,6,0,4,4,2,0,0,4,0,0,7,1,2,0,1,65,58,5,0,2,0,35.07692308,2.5,"http://rosettacode.org//wiki/Discordian_date",0.304822060019422,0.484753627585389,0,0.207895814176866,0
0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,55.5,0,"http://rosettacode.org//wiki/Discordian_date",0,0,0,0.9994109511645,0
0,0,0,0,0,0,0,0,7,3,0,0,3,0,0,4,0,0,0,0,25,25,4,4,0,4,36.92,0,"http://rosettacode.org//wiki/Greyscale_bars/Display",0.0946947306829622,0.0382665697234338,0.000684963450713473,0.860185612903944,0.00515402438470343
0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,6,6,1,1,0,1,26.66666667,0,"http://rosettacode.org//wiki/Distributed_programming",0.0236970355409681,0,0.00152390700105355,0.974097036442036,0
0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,9,9,0,0,0,0,24.33333333,0,"http://rosettacode.org//wiki/Distributed_programming",0.0538584154942451,0,0,0.945344016656618,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,12.75,0,"http://rosettacode.org//wiki/Loops/Do-while",0,0,0,0.999413599447251,0
0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,17,17,4,4,0,4,25,3,"http://rosettacode.org//wiki/Loops/Do-while",0.00827233091419685,0.000130888766982849,0.00610127344665247,0.984868949414023,0
0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,6,0,0,0,0,1,0,"http://rosettacode.org//wiki/Loops/Do-while",0.0216351061750723,0,0.000733909369554356,0.976958317335301,0
0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,0,26,25,0,0,1,0,19.38461538,2,"http://rosettacode.org//wiki/Loops/Do-while",0.0164320145418292,0,0.00840144939980625,0.974508023947104,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,5,0,0,0,0,1,0,"http://rosettacode.org//wiki/Loops/Do-while",0.0157424893104018,0,0.000661059214016445,0.982946570089521,0
0,0,0,0,0,2,0,1,2,2,0,0,1,0,0,2,0,0,0,0,10,10,2,2,0,2,37.4,2,"http://rosettacode.org//wiki/Dot_product",0.0951397793467811,0,0,0.903893300394191,0
0,0,0,0,0,1,0,1,0,0,0,0,7,0,0,1,0,0,0,0,14,13,2,2,1,2,26.92857143,2,"http://rosettacode.org//wiki/Dot_product",0.0645666443077397,0,0.00961951680752635,0.924962962847748,0
0,0,0,0,0,0,0,0,0,0,0,3,7,1,0,0,0,1,0,0,26,22,3,0,1,0,23.15384615,0,"http://rosettacode.org//wiki/Dot_product",0.0124183915252654,0.155353394628376,0.0643362232702812,0.76518067256196,0.00184390085867205
0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,39,0,"http://rosettacode.org//wiki/Loops/Downward_for",0.0255915980657873,0,0,0.973717335335583,0
0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,38,0,"http://rosettacode.org//wiki/Loops/Downward_for",0.0255915980657873,0,0,0.973717335335583,0
0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,19,0,"http://rosettacode.org//wiki/Loops/Downward_for",0.0151925647111454,0,0,0.984158043144495,0
0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,12,12,0,0,0,0,18,2,"http://rosettacode.org//wiki/Loops/Downward_for",0.0105393976771582,0,0.00832859924426835,0.980496276701325,0
0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,7,7,0,0,0,0,16,0,"http://rosettacode.org//wiki/Loops/Downward_for",0,0,0,0.999409824992345,0
